nc_metric,ood_set,clip_fid,low,mid,high
bias_collapse,cifar100,0.19080717366812822,"CTM, Energy, MLS, NNGuide, REN","CTM, CTMmeanOC",
bias_collapse,cifar10,0.2171741844853313,"CTM, CTMmeanOC, NNGuide","CTM, CTMmeanOC, Confidence, MLS, NNGuide, PCE","GEN, MSR, PCE, PE, REN"
bias_collapse,tinyimagenet,0.25916467614357813,"CTM, Confidence, Energy, GE, PE","CTM, Energy, GE, GEN, MLS, Maha, NNGuide, NeCo, PCE, PE, REN, ViM, pNML","CTM, CTMmean, NNGuide, NeCo"
bias_collapse,isun,0.40957509267432773,"CTM, Confidence, Energy, GE, NNGuide, PE","CTM, CTMmean, CTMmeanOC, Energy, GE, GEN, KPCA RecError global, MLS, NNGuide, PE, REN, fDBD","CTM, CTMmean, CTMmeanOC, GE, MLS, NNGuide, NeCo, PE, ViM, fDBD"
bias_collapse,lsun resize,0.44339047660145725,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE","CTM, CTMmean, CTMmeanOC, Energy, GE, GEN, KPCA RecError global, MLS, NNGuide, PE, REN, fDBD","CTM, CTMmean, CTMmeanOC, NNGuide, NeCo, ViM, fDBD"
bias_collapse,lsun cropped,0.452894850417105,"CTM, Confidence, GE, PE",,"CTMmeanOC, Confidence, GradNorm, KPCA RecError global, NNGuide, fDBD"
bias_collapse,places365,0.5321273594354652,"CTM, Energy, MLS, Maha, NNGuide","CTM, CTMmean, CTMmeanOC, Energy, GEN, KPCA RecError global, MLS, Maha, NNGuide, PCE, PE, REN, ViM, fDBD","CTMmeanOC, REN, fDBD"
bias_collapse,textures,0.5468303877588535,"CTM, NNGuide","CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, REN, fDBD","CTM, CTMmean, CTMmeanOC, ViM, fDBD"
bias_collapse,svhn,0.6846676149471842,"CTM, CTMmeanOC, Confidence, GE, GEN, MSR, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, Confidence, GEN, KPCA RecError global, REN, ViM, fDBD","CTMmean, CTMmeanOC, NNGuide, REN, fDBD"
equiangular_uc,cifar100,0.19080717366812822,"CTM, Energy, MLS, NNGuide, REN","CTM, CTMmeanOC",
equiangular_uc,cifar10,0.2171741844853313,"CTM, CTMmeanOC","CTM, CTMmeanOC, NNGuide, PCE, REN","GEN, MLS, MSR, NeCo, PCE, PE, REN"
equiangular_uc,tinyimagenet,0.25916467614357813,"CTM, Confidence, Energy, GE, PE","CTM, Energy, GE, MLS, Maha, NNGuide, NeCo, PE, REN, ViM, pNML","CTM, CTMmean, NNGuide, NeCo"
equiangular_uc,isun,0.40957509267432773,"CTM, Confidence, Energy, GE, NNGuide, PE","CTM, CTMmean, CTMmeanOC, Energy, GE, GEN, MLS, NNGuide, NeCo, PCE, PE, REN, fDBD","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
equiangular_uc,lsun resize,0.44339047660145725,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE","CTM, CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, MSR, NNGuide, NeCo, PCE, PE, REN, fDBD","CTM, CTMmean, CTMmeanOC, NNGuide, ViM, fDBD"
equiangular_uc,lsun cropped,0.452894850417105,"CTM, Confidence, GE, PE",,"CTMmeanOC, Confidence, GradNorm, KPCA RecError global, NNGuide, fDBD"
equiangular_uc,places365,0.5321273594354652,"CTM, Energy, MLS, Maha, NNGuide","CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, MLS, NNGuide, PCE, PE, REN, ViM, fDBD","CTMmeanOC, REN, fDBD"
equiangular_uc,textures,0.5468303877588535,"CTM, NNGuide","CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, REN, fDBD","CTM, CTMmean, CTMmeanOC, Confidence, ViM, fDBD"
equiangular_uc,svhn,0.6846676149471842,"CTM, CTMmeanOC, Confidence, GE, GEN, MSR, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, REN, ViM, fDBD","CTMmean, CTMmeanOC, Confidence, NNGuide, REN, fDBD"
equiangular_wc,cifar100,0.19080717366812822,"CTM, CTMmeanOC, NNGuide","CTM, Energy, MLS, NNGuide, NeCo, PE, REN","CTM, Energy, MLS, NNGuide, REN, ViM"
equiangular_wc,cifar10,0.2171741844853313,"CTM, CTMmean, CTMmeanOC, GEN, NNGuide, REN, fDBD","GEN, MSR, PCE, PE, REN","Confidence, GradNorm, NNGuide"
equiangular_wc,tinyimagenet,0.25916467614357813,,"CTM, CTMmean, Confidence, NNGuide, fDBD","CTM, Energy, GE, MLS, NNGuide, PE"
equiangular_wc,isun,0.40957509267432773,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, CTMmean, CTMmeanOC, Confidence, MLS, NNGuide, PE, ViM, fDBD","CTM, Energy, GE, MLS, Maha, NNGuide, NeCo, PE, ViM, pNML"
equiangular_wc,lsun resize,0.44339047660145725,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, CTMmean, Confidence, MLS, NNGuide, PE, ViM, fDBD","CTM, Energy, GE, MLS, Maha, NNGuide, NeCo, PE, ViM, pNML"
equiangular_wc,lsun cropped,0.452894850417105,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, fDBD","CTMmeanOC, Confidence, GradNorm, NNGuide, PCE, PE","Energy, GE, Maha, PE, Residual, ViM"
equiangular_wc,places365,0.5321273594354652,"CTM, CTMmean, CTMmeanOC, NNGuide, REN, fDBD","CTM, CTMmean, CTMmeanOC, GEN, MLS, MSR, NNGuide, NeCo, PCE, PE, REN, fDBD","Maha, Residual, ViM"
equiangular_wc,textures,0.5468303877588535,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, CTMmean, CTMmeanOC, Confidence, NNGuide, ViM, fDBD","CTM, Maha, ViM"
equiangular_wc,svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, fDBD","CTMmean, CTMmeanOC, Confidence, NNGuide, PE, REN","CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, Maha, REN, Residual, ViM, fDBD, pNML"
equinorm_uc,cifar100,0.19080717366812822,"CTM, Energy, MLS, NNGuide, NeCo, REN","CTM, CTMmean, CTMmeanOC","CTM, CTMmeanOC, NNGuide, fDBD"
equinorm_uc,cifar10,0.2171741844853313,"Confidence, GradNorm, MLS, NNGuide, PE","CTM, CTMmeanOC, Confidence, MLS, NNGuide, PCE","GEN, MSR, PCE, PE, REN, fDBD"
equinorm_uc,tinyimagenet,0.25916467614357813,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE","CTM, Energy, GE, MLS, Maha, NNGuide, NeCo, PCE, PE, REN, Residual, ViM","CTM, CTMmean, CTMmeanOC, GradNorm, NNGuide, NeCo, fDBD"
equinorm_uc,isun,0.40957509267432773,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE",,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
equinorm_uc,lsun resize,0.44339047660145725,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE",,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
equinorm_uc,lsun cropped,0.452894850417105,"CTM, Confidence, GE, Maha, PCE, PE, ViM",,"CTMmean, CTMmeanOC, Confidence, GEN, GradNorm, KPCA RecError global, NNGuide, REN, fDBD"
equinorm_uc,places365,0.5321273594354652,"CTM, Maha, Residual, ViM","CTM, CTMmean, CTMmeanOC, Energy, GEN, GradNorm, MLS, Maha, NNGuide, NeCo, PCE, PE, REN, ViM, fDBD","CTMmeanOC, GEN, PCE, REN, fDBD"
equinorm_uc,textures,0.5468303877588535,"CTM, Maha, ViM","CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, REN, fDBD","CTMmean, CTMmeanOC, fDBD"
equinorm_uc,svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, Confidence, GE, GEN, MSR, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, REN, fDBD, pNML","CTMmean, CTMmeanOC, Confidence, NNGuide, REN, fDBD"
equinorm_wc,cifar100,0.19080717366812822,"CTM, Energy, MLS, NNGuide, REN","CTM, CTMmeanOC, NNGuide, fDBD",
equinorm_wc,cifar10,0.2171741844853313,"CTM, CTMmean, CTMmeanOC, fDBD","Confidence, NNGuide","GEN, MSR, PCE, PE, REN, fDBD"
equinorm_wc,tinyimagenet,0.25916467614357813,"CTM, Confidence, Energy, GE, PE","CTM, Energy, GE, MLS, NNGuide, NeCo, PE, REN, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, NeCo, fDBD"
equinorm_wc,isun,0.40957509267432773,"CTM, Confidence, Energy, GE, NNGuide, PE","CTM, Energy, GE, GEN, MLS, NNGuide, NeCo, PCE, PE, REN, fDBD, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
equinorm_wc,lsun resize,0.44339047660145725,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE","CTM, CTMmean, CTMmeanOC, Energy, GE, GEN, KPCA RecError global, MLS, MSR, NNGuide, NeCo, PCE, PE, REN, fDBD, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, ViM, fDBD"
equinorm_wc,lsun cropped,0.452894850417105,"CTM, Confidence, GE, PE","CTM, Energy, GE, GradNorm, KPCA RecError global, MLS, MSR, Maha, NNGuide, NeCo, PCE, PE, Residual, ViM, fDBD","CTMmean, CTMmeanOC, Confidence, GradNorm, KPCA RecError global, NNGuide, REN, fDBD"
equinorm_wc,places365,0.5321273594354652,"CTM, Energy, MLS, Maha, NNGuide","CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, Maha, REN, ViM, fDBD","CTMmeanOC, GEN, PCE, REN, fDBD"
equinorm_wc,textures,0.5468303877588535,"CTM, NNGuide","CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, Maha, REN, Residual, ViM, fDBD, pNML","CTMmean, CTMmeanOC, fDBD"
equinorm_wc,svhn,0.6846676149471842,"CTM, CTMmeanOC, Confidence, GEN, MSR, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, Maha, REN, Residual, ViM, fDBD, pNML","CTMmean, CTMmeanOC, Confidence, NNGuide, REN, fDBD"
max_equiangular_uc,cifar100,0.19080717366812822,"CTM, Energy, MLS, NNGuide, REN","CTM, CTMmeanOC",
max_equiangular_uc,cifar10,0.2171741844853313,"CTM, CTMmeanOC","CTM, CTMmeanOC, NNGuide, PCE, REN","GEN, MLS, MSR, NeCo, PCE, PE, REN"
max_equiangular_uc,tinyimagenet,0.25916467614357813,"CTM, Confidence, Energy, GE, PE","CTM, Energy, GE, MLS, Maha, NNGuide, NeCo, PE, REN, ViM, pNML","CTM, CTMmean, NNGuide, NeCo"
max_equiangular_uc,isun,0.40957509267432773,"CTM, Confidence, Energy, GE, NNGuide, PE","CTM, CTMmean, CTMmeanOC, Energy, GE, GEN, MLS, NNGuide, NeCo, PCE, PE, REN, fDBD","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
max_equiangular_uc,lsun resize,0.44339047660145725,"CTM, Confidence, Energy, GE, MLS, NNGuide","CTM, CTMmean, CTMmeanOC, Energy, GE, GEN, KPCA RecError global, MLS, MSR, NNGuide, NeCo, PCE, PE, REN, fDBD","CTM, CTMmean, CTMmeanOC, NNGuide, ViM, fDBD"
max_equiangular_uc,lsun cropped,0.452894850417105,"CTM, Confidence, GE, PE",,"CTMmeanOC, Confidence, GradNorm, KPCA RecError global, NNGuide, fDBD"
max_equiangular_uc,places365,0.5321273594354652,"CTM, Energy, MLS, Maha, NNGuide","CTM, CTMmean, CTMmeanOC, Energy, GEN, KPCA RecError global, MLS, NNGuide, PCE, PE, REN, ViM, fDBD","CTMmeanOC, REN, fDBD"
max_equiangular_uc,textures,0.5468303877588535,"CTM, NNGuide","CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, REN, fDBD","CTM, CTMmean, CTMmeanOC, Confidence, ViM, fDBD"
max_equiangular_uc,svhn,0.6846676149471842,"CTM, CTMmeanOC, Confidence, GEN, MSR, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, REN, fDBD","CTMmean, CTMmeanOC, Confidence, NNGuide, REN, fDBD"
max_equiangular_wc,cifar100,0.19080717366812822,"CTM, NNGuide","CTM, CTMmeanOC, Energy, GEN, MLS, NNGuide, NeCo, PE, REN, ViM",
max_equiangular_wc,cifar10,0.2171741844853313,"CTM, CTMmeanOC","CTMmeanOC, GEN, MSR, NeCo, PCE, PE, REN, fDBD","Confidence, GradNorm, MLS, NNGuide, NeCo, PCE, PE"
max_equiangular_wc,tinyimagenet,0.25916467614357813,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE","CTM, Confidence, Energy, GE, MLS, NNGuide, PE, fDBD","CTM, Energy, GE, NNGuide, NeCo, PE, REN, ViM"
max_equiangular_wc,isun,0.40957509267432773,"CTM, NNGuide, fDBD","CTM, CTMmean, Confidence, GE, NNGuide, PE, fDBD",
max_equiangular_wc,lsun resize,0.44339047660145725,"CTM, MLS, NNGuide","CTM, CTMmean, Confidence, GE, NNGuide, PE, fDBD",
max_equiangular_wc,lsun cropped,0.452894850417105,"CTM, fDBD","CTMmeanOC, Confidence, KPCA RecError global, NNGuide, PE, REN, fDBD","Confidence, Energy, GE, GradNorm, MLS, Maha, NNGuide, NeCo, PCE, PE, Residual, ViM"
max_equiangular_wc,places365,0.5321273594354652,"CTM, NNGuide","CTM, CTMmeanOC, GEN, NNGuide, PCE, PE, REN, fDBD","CTMmean, CTMmeanOC, Maha, REN, ViM, fDBD"
max_equiangular_wc,textures,0.5468303877588535,"CTM, CTMmean, CTMmeanOC, NNGuide","CTM, CTMmean, CTMmeanOC, Confidence, KPCA RecError global, NNGuide, REN, ViM, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, Maha, Residual, ViM, fDBD, pNML"
max_equiangular_wc,svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, Confidence, GEN, MSR, NNGuide, PCE, PE, REN, fDBD","CTM, CTMmean, CTMmeanOC, Confidence, GEN, NNGuide, PCE, PE, REN, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, Maha, REN, Residual, ViM, fDBD, pNML"
self_duality,cifar100,0.19080717366812822,"CTM, CTMmeanOC, NNGuide","REN, ViM",
self_duality,cifar10,0.2171741844853313,"CTM, CTMmeanOC","Confidence, GradNorm, NNGuide","GEN, MLS, MSR, NeCo, PCE, PE, REN"
self_duality,tinyimagenet,0.25916467614357813,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE, fDBD","CTM, Energy, GE, MLS, NNGuide, PE","CTM, CTMmean, CTMmeanOC, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE, fDBD"
self_duality,isun,0.40957509267432773,"CTM, NNGuide, fDBD","CTM, Confidence, Energy, GE, MLS, Maha, NNGuide, PE, ViM","CTM, CTMmean, CTMmeanOC, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE, ViM, fDBD"
self_duality,lsun resize,0.44339047660145725,"CTM, NNGuide, fDBD","CTM, Confidence, Energy, GE, MLS, Maha, NNGuide, PE, ViM","CTM, CTMmean, CTMmeanOC, Energy, GE, MLS, NNGuide, NeCo, PE, ViM, fDBD"
self_duality,lsun cropped,0.452894850417105,"CTM, CTMmeanOC, fDBD","CTM, Confidence, Energy, GE, Maha, PCE, PE, ViM","CTMmeanOC, Confidence, GradNorm, KPCA RecError global, NNGuide"
self_duality,places365,0.5321273594354652,"CTM, CTMmeanOC, NNGuide","Maha, REN, Residual, ViM","CTMmeanOC, MSR, PCE, PE, REN, fDBD"
self_duality,textures,0.5468303877588535,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, KPCA RecError global, Maha, ViM","CTM, CTMmean, CTMmeanOC, ViM, fDBD"
self_duality,svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, NNGuide, REN, fDBD","CTM, CTMmean, CTMmeanOC, Confidence, GE, GEN, KPCA RecError global, MSR, Maha, PCE, PE, REN, Residual, ViM, fDBD, pNML","CTM, CTMmean, CTMmeanOC, Confidence, NNGuide, REN, fDBD"
w_etf_diff,cifar100,0.19080717366812822,"CTM, Energy, MLS, NNGuide, NeCo, REN",,"CTM, CTMmeanOC"
w_etf_diff,cifar10,0.2171741844853313,"Confidence, GradNorm, NNGuide","Confidence, GradNorm, MLS, MSR, NNGuide, NeCo, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, GEN, MSR, NNGuide, PCE, REN, fDBD"
w_etf_diff,tinyimagenet,0.25916467614357813,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE","CTM, Energy, GE, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, GradNorm, KPCA RecError global, NNGuide, PE, REN, ViM, fDBD"
w_etf_diff,isun,0.40957509267432773,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE","CTM, Energy, GE, MLS, NNGuide, NeCo, PE, fDBD, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
w_etf_diff,lsun resize,0.44339047660145725,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE","CTM, CTMmean, Energy, GE, MLS, NNGuide, NeCo, ViM, fDBD","CTM, CTMmean, CTMmeanOC, fDBD"
w_etf_diff,lsun cropped,0.452894850417105,"CTM, Confidence, GE, Maha, PCE, PE, ViM","Confidence, Energy, GE, GradNorm, KPCA RecError global, MLS, Maha, NNGuide, NeCo, PCE, PE, Residual, ViM, fDBD","CTMmean, CTMmeanOC, fDBD"
w_etf_diff,places365,0.5321273594354652,"Energy, Maha, ViM","CTMmean, CTMmeanOC, Maha, REN, fDBD","CTM, CTMmean, CTMmeanOC, NNGuide, REN, fDBD"
w_etf_diff,textures,0.5468303877588535,"CTM, Maha, ViM","CTM, CTMmean, CTMmeanOC, Confidence, KPCA RecError global, Maha, ViM, fDBD","CTMmean, CTMmeanOC, fDBD"
w_etf_diff,svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, Confidence, GE, GEN, PCE, PE, REN, ViM","CTM, CTMmean, CTMmeanOC, KPCA RecError global, Maha, NNGuide, REN, Residual, ViM, fDBD, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
M_etf_diff,cifar100,0.19080717366812822,"CTM, Energy, MLS, NNGuide, NeCo, REN",,"CTM, CTMmeanOC"
M_etf_diff,cifar10,0.2171741844853313,"Confidence, GradNorm, NNGuide, PCE","Confidence, GradNorm, MLS, MSR, NNGuide, NeCo, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, GEN, MSR, NNGuide, PCE, REN, fDBD"
M_etf_diff,tinyimagenet,0.25916467614357813,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE","CTM, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE, REN","CTM, CTMmean, CTMmeanOC, Confidence, KPCA RecError global, NNGuide, ViM, fDBD"
M_etf_diff,isun,0.40957509267432773,"CTM, Confidence, Energy, GE, MLS, Maha, NNGuide, PCE, PE, ViM",,"CTM, CTMmean, CTMmeanOC, NNGuide"
M_etf_diff,lsun resize,0.44339047660145725,"CTM, Confidence, Energy, GE, MLS, Maha, NNGuide, PE","CTM, CTMmean, CTMmeanOC, Energy, GE, MLS, NNGuide, NeCo, PE, REN, ViM, fDBD, pNML","CTM, CTMmean, CTMmeanOC"
M_etf_diff,lsun cropped,0.452894850417105,"CTM, Confidence, GE, Maha, PCE, PE, ViM","CTMmean, Confidence, Energy, GE, GradNorm, KPCA RecError global, MLS, Maha, NNGuide, NeCo, PCE, PE, Residual, ViM","CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, fDBD"
M_etf_diff,places365,0.5321273594354652,"CTM, Maha, Residual, ViM","CTMmean, CTMmeanOC, MSR, Maha, PCE, PE, REN, fDBD","CTM, CTMmean, CTMmeanOC, NNGuide, REN, fDBD"
M_etf_diff,textures,0.5468303877588535,"CTM, Maha, ViM","CTM, CTMmean, CTMmeanOC, KPCA RecError global, Maha, REN, ViM, fDBD","CTMmean, CTMmeanOC, fDBD"
M_etf_diff,svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, Confidence, GE, GEN, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, Maha, REN, Residual, ViM, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, fDBD"
wM_etf_diff,cifar100,0.19080717366812822,"CTM, Energy, MLS, NNGuide, NeCo, REN",,"CTM, CTMmeanOC"
wM_etf_diff,cifar10,0.2171741844853313,"Confidence, GradNorm, NNGuide","Confidence, GradNorm, MLS, MSR, NNGuide, NeCo, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, GEN, MSR, NNGuide, PCE, REN, fDBD"
wM_etf_diff,tinyimagenet,0.25916467614357813,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE","CTM, Energy, GE, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, GradNorm, KPCA RecError global, NNGuide, PE, REN, ViM, fDBD"
wM_etf_diff,isun,0.40957509267432773,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE","CTM, Energy, GE, MLS, NNGuide, NeCo, PE, fDBD, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
wM_etf_diff,lsun resize,0.44339047660145725,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE","CTM, CTMmean, Energy, GE, MLS, NNGuide, NeCo, ViM, fDBD","CTM, CTMmean, CTMmeanOC, fDBD"
wM_etf_diff,lsun cropped,0.452894850417105,"CTM, Confidence, GE, Maha, PCE, PE, ViM","Confidence, Energy, GE, GradNorm, KPCA RecError global, MLS, Maha, NNGuide, NeCo, PCE, PE, Residual, ViM, fDBD","CTMmean, CTMmeanOC, fDBD"
wM_etf_diff,places365,0.5321273594354652,"Energy, Maha, ViM","CTMmean, CTMmeanOC, Maha, REN, fDBD","CTM, CTMmean, CTMmeanOC, NNGuide, REN, fDBD"
wM_etf_diff,textures,0.5468303877588535,"CTM, Maha, ViM","CTM, CTMmean, CTMmeanOC, Confidence, KPCA RecError global, Maha, ViM, fDBD","CTMmean, CTMmeanOC, fDBD"
wM_etf_diff,svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, Confidence, GE, GEN, PCE, PE, REN, ViM","CTM, CTMmean, CTMmeanOC, KPCA RecError global, Maha, NNGuide, REN, Residual, ViM, fDBD, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
