nc_metric,ood_set,clip_fid,low,mid,high
cdnv_score,textures,0.5468303877588535,"CTM, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD","CTM, CTMmean, CTMmeanOC, fDBD"
cdnv_score,svhn,0.6846676149471842,"CTM, Energy, GE, GEN, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, REN, ViM, fDBD","CTM, CTMmean, fDBD"
bias_collapse,cifar100,0.19080717366812822,"MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, Confidence, GEN, MLS, MSR, NNGuide, PCE, REN, fDBD",CTM
bias_collapse,cifar10,0.2171741844853313,"Confidence, Energy, GEN, GradNorm, MSR, NeCo, PCE, REN","CTM, CTMmean, CTMmeanOC, GEN, MSR, NNGuide, REN","GEN, MSR, PCE, PE, REN, fDBD"
bias_collapse,tinyimagenet,0.25916467614357813,"Energy, GradNorm, MLS, NNGuide, NeCo","CTM, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PCE, PE, REN","CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM"
bias_collapse,isun,0.40957509267432773,"CTM, Energy, GradNorm, MLS, NNGuide, NeCo","CTM, NNGuide, NeCo, REN","CTM, CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM, fDBD, pNML"
bias_collapse,lsun resize,0.44339047660145725,"CTM, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, PE","CTM, Energy, NNGuide, NeCo, REN","CTM, CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM, fDBD, pNML"
bias_collapse,lsun cropped,0.452894850417105,"CTM, Energy, GradNorm, NNGuide","CTM, KPCA RecError global, NNGuide, fDBD","CTMmean, CTMmeanOC, Confidence, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo"
bias_collapse,places365,0.5321273594354652,"Energy, GradNorm, MLS, NNGuide, NeCo, PCE, PE, fDBD","CTM, CTMmean, NNGuide, fDBD","GEN, PCE, REN, fDBD"
bias_collapse,textures,0.5468303877588535,"CTM, KPCA RecError global, MLS, NNGuide, NeCo, PE","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, CTMmean, CTMmeanOC, fDBD"
bias_collapse,svhn,0.6846676149471842,,"CTM, CTMmean, CTMmeanOC, Confidence, GEN, KPCA RecError global, NNGuide, REN, fDBD","CTM, GEN, REN, fDBD"
equiangular_uc,cifar100,0.19080717366812822,CTM,"Energy, MLS, NNGuide, NeCo","MLS, NNGuide, NeCo"
equiangular_uc,cifar10,0.2171741844853313,"CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, MSR, NNGuide, REN, fDBD","Energy, GEN, GradNorm, REN","GEN, PCE"
equiangular_uc,tinyimagenet,0.25916467614357813,,"CTM, Energy, MLS, NNGuide, NeCo, PE","Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo"
equiangular_uc,isun,0.40957509267432773,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, Energy, GE, MLS, NNGuide, NeCo, PE","Energy, GE, GradNorm, MLS, NNGuide, NeCo, ViM"
equiangular_uc,lsun resize,0.44339047660145725,"CTM, CTMmean, CTMmeanOC, fDBD","CTM, Energy, GE, MLS, NNGuide, NeCo, PE","CTM, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM"
equiangular_uc,lsun cropped,0.452894850417105,"CTM, fDBD","CTM, Energy, GradNorm","Energy, MLS, NNGuide, NeCo"
equiangular_uc,places365,0.5321273594354652,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, Energy, GradNorm, MLS, MSR, NNGuide, NeCo, PCE, PE, fDBD, pNML","Energy, GEN, MLS, MSR, NeCo, PCE, PE, REN, fDBD"
equiangular_uc,textures,0.5468303877588535,"CTM, CTMmean, CTMmeanOC, fDBD","CTM, CTMmean, CTMmeanOC, GE, KPCA RecError global, MLS, NNGuide, NeCo, PE","CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD"
equiangular_uc,svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD",,"CTM, Energy, GEN, PE, REN, fDBD"
equiangular_wc,cifar100,0.19080717366812822,CTM,"NNGuide, NeCo","Energy, MLS, NNGuide, NeCo"
equiangular_wc,cifar10,0.2171741844853313,"CTM, CTMmean, CTMmeanOC, GEN, NNGuide, REN","Energy, GEN, GradNorm, REN","GEN, PCE"
equiangular_wc,tinyimagenet,0.25916467614357813,,"CTM, Energy, GradNorm, NNGuide","Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo"
equiangular_wc,isun,0.40957509267432773,"CTM, CTMmean, CTMmeanOC, NNGuide","CTM, Energy, MLS, NNGuide, NeCo","Energy, GE, GradNorm, MLS, NNGuide, NeCo, ViM"
equiangular_wc,lsun resize,0.44339047660145725,"CTM, NNGuide","CTM, Energy, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, PE","CTM, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM"
equiangular_wc,lsun cropped,0.452894850417105,"CTM, KPCA RecError global, fDBD","CTM, Energy, GradNorm","Energy, GradNorm, MLS, NNGuide, NeCo"
equiangular_wc,places365,0.5321273594354652,"CTM, NNGuide, fDBD","Energy, GradNorm, NNGuide, fDBD","Energy, GEN, MLS, MSR, NeCo, PCE, PE, REN, fDBD"
equiangular_wc,textures,0.5468303877588535,"CTM, CTMmean, CTMmeanOC, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, MLS, NNGuide, NeCo, PE","CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD"
equiangular_wc,svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD",,"CTM, Energy, GEN, NNGuide, NeCo, PCE, PE, REN, fDBD"
equinorm_uc,cifar100,0.19080717366812822,"CTM, fDBD","CTM, CTMmeanOC, Confidence, MLS, NNGuide, NeCo, PCE, PE","NNGuide, NeCo"
equinorm_uc,cifar10,0.2171741844853313,"CTM, Energy, GEN, GradNorm, MSR, PCE, REN","CTM, CTMmeanOC","GEN, PCE"
equinorm_uc,tinyimagenet,0.25916467614357813,"CTM, Energy, PE, REN, Residual, pNML","Energy, MLS, NNGuide, NeCo","Energy, GE, MLS, NNGuide, NeCo"
equinorm_uc,isun,0.40957509267432773,"CTM, NNGuide, REN","CTM, CTMmean, CTMmeanOC, Energy, MLS, NNGuide, NeCo, fDBD","Energy, GE, GradNorm, MLS, NNGuide, NeCo, ViM"
equinorm_uc,lsun resize,0.44339047660145725,"CTM, KPCA RecError global, NNGuide","CTM, CTMmean, CTMmeanOC, Energy, MLS, NNGuide, NeCo, fDBD","CTM, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo"
equinorm_uc,lsun cropped,0.452894850417105,"CTM, Energy, KPCA RecError global, fDBD","CTM, NNGuide","Energy, GE, GradNorm, MLS, NNGuide, NeCo"
equinorm_uc,places365,0.5321273594354652,"CTMmean, NNGuide, fDBD","CTM, Energy, MLS, NNGuide, NeCo","Energy, GEN, MLS, MSR, NeCo, PCE, PE, REN, fDBD"
equinorm_uc,textures,0.5468303877588535,"CTM, CTMmean, CTMmeanOC, fDBD","CTM, CTMmean, CTMmeanOC, NNGuide","CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD"
equinorm_uc,svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, MLS, NNGuide, NeCo, PE","CTM, GEN, REN, fDBD"
equinorm_wc,cifar100,0.19080717366812822,"NNGuide, NeCo","CTM, CTMmeanOC, Confidence, MLS, MSR, NNGuide, NeCo, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
equinorm_wc,cifar10,0.2171741844853313,"Energy, GEN, GradNorm, MSR, PCE, REN","CTM, CTMmeanOC","GEN, MSR, PCE, PE, REN, fDBD"
equinorm_wc,tinyimagenet,0.25916467614357813,"CTM, Energy, GradNorm, NNGuide, PE","Energy, MLS, NNGuide, NeCo","CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM"
equinorm_wc,isun,0.40957509267432773,"CTM, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, PE","CTM, CTMmean, CTMmeanOC, Energy, MLS, NNGuide, NeCo, PCE, fDBD","CTM, CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM, fDBD"
equinorm_wc,lsun resize,0.44339047660145725,"CTM, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, PE","CTM, CTMmean, CTMmeanOC, Energy, MLS, NNGuide, NeCo, PCE, fDBD","CTM, CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM, fDBD, pNML"
equinorm_wc,lsun cropped,0.452894850417105,"CTM, Energy, GradNorm","CTM, NNGuide","CTMmean, CTMmeanOC, Confidence, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo"
equinorm_wc,places365,0.5321273594354652,"Energy, NNGuide, fDBD, pNML","CTM, Energy, MLS, NNGuide, NeCo","GEN, PCE, REN, fDBD"
equinorm_wc,textures,0.5468303877588535,"CTM, CTMmean, KPCA RecError global, NNGuide, ViM","CTM, CTMmean, CTMmeanOC, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, fDBD"
equinorm_wc,svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, NNGuide, REN, ViM, fDBD","CTM, CTMmean, CTMmeanOC, MLS, NNGuide, NeCo","CTM, GEN, REN, fDBD"
max_equiangular_uc,cifar100,0.19080717366812822,CTM,"Energy, MLS, NNGuide, NeCo","MLS, NNGuide, NeCo"
max_equiangular_uc,cifar10,0.2171741844853313,"CTM, CTMmean, CTMmeanOC, GEN, NNGuide, REN","CTM, Confidence, Energy, GEN, GradNorm, MLS, MSR, NeCo, PCE, REN","GEN, PCE"
max_equiangular_uc,tinyimagenet,0.25916467614357813,,"CTM, Energy, MLS, NNGuide, NeCo, PE","Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo"
max_equiangular_uc,isun,0.40957509267432773,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, Energy, GE, MLS, NNGuide, NeCo, PE","Energy, GE, GradNorm, MLS, NNGuide, NeCo, ViM"
max_equiangular_uc,lsun resize,0.44339047660145725,"CTM, CTMmean, CTMmeanOC","CTM, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, PE","CTM, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM"
max_equiangular_uc,lsun cropped,0.452894850417105,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD","CTM, Energy, GradNorm, NNGuide","Energy, MLS, NNGuide, NeCo"
max_equiangular_uc,places365,0.5321273594354652,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","Energy, GEN, GradNorm, MLS, MSR, NNGuide, NeCo, PCE, PE, fDBD","Energy, GEN, MLS, MSR, NeCo, PCE, PE, REN, fDBD"
max_equiangular_uc,textures,0.5468303877588535,"CTM, CTMmean, CTMmeanOC, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, MLS, NNGuide, NeCo, PE","CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD"
max_equiangular_uc,svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD",,"CTM, Energy, GEN, PE, REN, fDBD"
max_equiangular_wc,cifar100,0.19080717366812822,CTM,,"MLS, NNGuide, NeCo"
max_equiangular_wc,cifar10,0.2171741844853313,"CTM, CTMmean, CTMmeanOC, GEN, NNGuide, REN","Energy, GEN, GradNorm, MSR, PCE, REN","GEN, MSR, PCE, PE"
max_equiangular_wc,tinyimagenet,0.25916467614357813,,"CTM, Energy, GradNorm, NNGuide","Energy, GE, GradNorm, MLS, NNGuide, NeCo"
max_equiangular_wc,isun,0.40957509267432773,"CTM, CTMmean, CTMmeanOC, NNGuide","CTM, Energy, NNGuide, NeCo, fDBD","Energy, GE, GradNorm, MLS, NNGuide, NeCo"
max_equiangular_wc,lsun resize,0.44339047660145725,"CTM, NNGuide","CTM, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, ViM, fDBD","Energy, GE, MLS, NNGuide, NeCo"
max_equiangular_wc,lsun cropped,0.452894850417105,"CTM, KPCA RecError global, fDBD","Energy, GradNorm, MLS, NeCo","Energy, GE, MLS, NNGuide, NeCo"
max_equiangular_wc,places365,0.5321273594354652,"CTM, NNGuide, fDBD","Energy, GEN, GradNorm, MSR, NNGuide, PCE, REN, fDBD, pNML","Energy, GE, GradNorm, MLS, MSR, NNGuide, NeCo, PCE, PE"
max_equiangular_wc,textures,0.5468303877588535,"CTM, CTMmean, CTMmeanOC, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, NeCo, ViM, fDBD","CTM, Energy, KPCA RecError global, MLS, NNGuide, NeCo, PCE, PE"
max_equiangular_wc,svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD",,"CTM, Energy, GE, GEN, GradNorm, KPCA RecError global, MLS, MSR, NNGuide, NeCo, PCE, PE, REN, fDBD"
self_duality,cifar100,0.19080717366812822,"CTM, CTMmean, CTMmeanOC, NNGuide, REN, fDBD","MLS, NNGuide, NeCo",
self_duality,cifar10,0.2171741844853313,CTM,"Energy, GEN, GradNorm, MSR, PCE, REN","GEN, MSR, PCE, REN"
self_duality,tinyimagenet,0.25916467614357813,"Energy, MLS, NNGuide","CTM, Energy, GE, MLS, NNGuide, NeCo, PE","CTM, CTMmean, CTMmeanOC, Energy, GradNorm, KPCA RecError global, NNGuide, NeCo"
self_duality,isun,0.40957509267432773,"CTM, CTMmean, CTMmeanOC, NNGuide, NeCo, fDBD","CTM, Energy, GE, MLS, NNGuide, NeCo, PCE, PE","CTM, CTMmean, CTMmeanOC, Energy, GradNorm, KPCA RecError global, NNGuide, NeCo, ViM, fDBD, pNML"
self_duality,lsun resize,0.44339047660145725,"CTM, CTMmean, CTMmeanOC, NNGuide, NeCo, fDBD","CTM, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, PCE, PE","CTM, CTMmean, CTMmeanOC, Energy, KPCA RecError global, NNGuide, NeCo, ViM, pNML"
self_duality,lsun cropped,0.452894850417105,"CTM, NNGuide","CTM, Energy","Energy, GradNorm, MLS, NeCo"
self_duality,places365,0.5321273594354652,"CTM, NNGuide","Energy, MLS, NNGuide, NeCo, PCE, fDBD","GEN, REN, fDBD"
self_duality,textures,0.5468303877588535,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, GE, KPCA RecError global, MLS, NNGuide, NeCo, PE","CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD"
self_duality,svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, NNGuide, REN",,"CTM, GEN, KPCA RecError global, REN, fDBD"
w_etf_diff,cifar100,0.19080717366812822,"Energy, MLS, NNGuide, NeCo","MLS, NNGuide, NeCo",CTM
w_etf_diff,cifar10,0.2171741844853313,"Energy, GEN, GradNorm, MSR, PCE, REN","GEN, REN","CTM, CTMmean, CTMmeanOC, GEN, MSR, NNGuide, PCE, REN, fDBD"
w_etf_diff,tinyimagenet,0.25916467614357813,"CTM, Energy, GradNorm, NNGuide, PE","Energy, GE, MLS, NNGuide, NeCo","CTMmean, CTMmeanOC, KPCA RecError global, PCA RecError global, pNML"
w_etf_diff,isun,0.40957509267432773,"CTM, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, PE, REN","Energy, GE, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, fDBD"
w_etf_diff,lsun resize,0.44339047660145725,"CTM, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, PE","Energy, GE, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, fDBD"
w_etf_diff,lsun cropped,0.452894850417105,"CTM, Energy, GradNorm","Energy, GE, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, Confidence, KPCA RecError global, NNGuide, REN, fDBD"
w_etf_diff,places365,0.5321273594354652,"Energy, NNGuide, fDBD, pNML","Confidence, Energy, GE, GEN, GradNorm, MLS, MSR, NNGuide, NeCo, PCE, PE, REN, fDBD","CTM, GEN, NNGuide, REN, fDBD"
w_etf_diff,textures,0.5468303877588535,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, NeCo, ViM","CTM, CTMmean, CTMmeanOC, Energy, KPCA RecError global, MLS, NNGuide, NeCo, ViM, fDBD","CTM, CTMmean, CTMmeanOC, fDBD"
w_etf_diff,svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, Maha, NNGuide, REN, Residual, ViM, fDBD","CTM, Energy, GEN, MLS, MSR, NNGuide, NeCo, PCE, PE, REN, fDBD","CTM, CTMmean, CTMmeanOC, fDBD"
M_etf_diff,cifar100,0.19080717366812822,"NNGuide, NeCo","CTM, fDBD","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
M_etf_diff,cifar10,0.2171741844853313,"Confidence, Energy, GEN, GradNorm, KPCA RecError global, MLS, MSR, NeCo, PCE, PE, REN","CTM, CTMmeanOC, GEN, MSR, NNGuide, REN","GEN, MSR, PCE, PE, REN, fDBD"
M_etf_diff,tinyimagenet,0.25916467614357813,"Energy, GradNorm, MLS, NNGuide, NeCo","CTM, Energy, GEN, GradNorm, MLS, NNGuide, NeCo, PE, REN","CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM"
M_etf_diff,isun,0.40957509267432773,"Energy, GradNorm, MLS, NNGuide, NeCo","CTM, NNGuide","CTM, CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM, fDBD"
M_etf_diff,lsun resize,0.44339047660145725,"CTM, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE","CTM, NNGuide, REN","CTM, CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM, fDBD, pNML"
M_etf_diff,lsun cropped,0.452894850417105,"CTM, Energy, NNGuide","CTM, KPCA RecError global, fDBD","CTMmean, CTMmeanOC, Confidence, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo"
M_etf_diff,places365,0.5321273594354652,"Energy, GradNorm, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","GEN, PCE, REN, fDBD"
M_etf_diff,textures,0.5468303877588535,"CTM, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, CTMmean, CTMmeanOC, fDBD"
M_etf_diff,svhn,0.6846676149471842,"CTM, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD","CTM, GEN, REN, fDBD"
wM_etf_diff,cifar100,0.19080717366812822,"NNGuide, NeCo","CTM, fDBD","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
wM_etf_diff,cifar10,0.2171741844853313,"Energy, GEN, GradNorm, MLS, MSR, NeCo, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, Confidence, Energy, GEN, GradNorm, MSR, NNGuide, PCE, REN","GEN, MSR, PCE, PE, REN, fDBD"
wM_etf_diff,tinyimagenet,0.25916467614357813,"Energy, GE, MLS, NNGuide, NeCo",,"CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM"
wM_etf_diff,isun,0.40957509267432773,"Energy, GE, MLS, NNGuide, NeCo, PE","CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, REN, fDBD","CTM, CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM, fDBD"
wM_etf_diff,lsun resize,0.44339047660145725,"CTM, Energy, GE, MLS, NNGuide, NeCo, PE","CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, REN","CTM, CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM, fDBD, pNML"
wM_etf_diff,lsun cropped,0.452894850417105,"CTM, Energy, NNGuide","CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD","CTMmean, CTMmeanOC, Confidence, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo"
wM_etf_diff,places365,0.5321273594354652,"Energy, MLS, NNGuide, NeCo, PCE, PE","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","GEN, PCE, REN, fDBD"
wM_etf_diff,textures,0.5468303877588535,"CTM, GE, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, CTMmean, CTMmeanOC, fDBD"
wM_etf_diff,svhn,0.6846676149471842,"CTM, Energy, GE, MLS, NNGuide, NeCo, PE, REN","CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD","CTM, GEN, REN, fDBD"
