encoder,source,n_per_class,seed,family,variant,ood,trial_key,augrc_base,augrc_var,delta_augrc
clip_vitl14,cifar10,0,1,Energy,global,lsun cropped,energy,124.8447,124.7214,0.1234
clip_vitl14,cifar10,0,1,MSR,global,lsun cropped,msr,131.492,129.83,1.6619
clip_vitl14,cifar10,0,1,GradNorm,global,lsun cropped,gradnorm,130.8,126.8623,3.9377
clip_vitl14,cifar10,0,1,Maha,global,lsun cropped,maha,145.9495,143.3124,2.6371
clip_vitl14,cifar10,0,1,GradNorm,class pred,lsun cropped,gradnorm_cp,130.8,128.4268,2.3732
clip_vitl14,cifar10,0,1,Maha,class pred,lsun cropped,maha_cp,145.9495,153.9815,-8.032
clip_vitl14,cifar10,0,1,PCA RecError,class pred,lsun cropped,recerr_cp,168.0955,139.7605,28.335
clip_vitl14,cifar10,0,1,PCA RecError,class,lsun cropped,recerr_class,168.0955,146.102,21.9935
clip_vitl14,cifar10,0,1,MLS,global,textures,mls,66.5689,66.771,-0.2021
clip_vitl14,cifar10,0,1,Energy,global,textures,energy,66.6009,66.8129,-0.212
clip_vitl14,cifar10,0,1,MSR,global,textures,msr,74.561,72.3719,2.1891
clip_vitl14,cifar10,0,1,GradNorm,global,textures,gradnorm,119.938,64.5216,55.4164
clip_vitl14,cifar10,0,1,Maha,global,textures,maha,65.8383,64.8727,0.9656
clip_vitl14,cifar10,0,1,GradNorm,class pred,textures,gradnorm_cp,119.938,64.0346,55.9035
clip_vitl14,cifar10,0,1,Maha,class pred,textures,maha_cp,65.8383,65.0793,0.7589
clip_vitl14,cifar10,0,1,PCA RecError,class pred,textures,recerr_cp,66.3262,64.1398,2.1864
clip_vitl14,cifar10,0,1,PCA RecError,class,textures,recerr_class,66.3262,64.7135,1.6127
clip_vitl14,cifar10,0,1,MLS,global,svhn,mls,263.0751,262.9802,0.0949
clip_vitl14,cifar10,0,1,Energy,global,svhn,energy,263.0773,262.9857,0.0916
clip_vitl14,cifar10,0,1,MSR,global,svhn,msr,266.1647,265.1878,0.9769
clip_vitl14,cifar10,0,1,GradNorm,global,svhn,gradnorm,265.7072,263.0494,2.6578
clip_vitl14,cifar10,0,1,Maha,global,svhn,maha,267.5364,268.6432,-1.1068
clip_vitl14,cifar10,0,1,GradNorm,class pred,svhn,gradnorm_cp,265.7072,263.3528,2.3545
clip_vitl14,cifar10,0,1,Maha,class pred,svhn,maha_cp,267.5364,273.5269,-5.9905
clip_vitl14,cifar10,0,1,PCA RecError,class pred,svhn,recerr_cp,276.105,267.005,9.1
clip_vitl14,cifar10,0,1,PCA RecError,class,svhn,recerr_class,276.105,269.2992,6.8058
clip_vitl14,cifar10,0,2,MLS,global,cifar100,mls,136.9596,137.1419,-0.1823
clip_vitl14,cifar10,0,2,Energy,global,cifar100,energy,137.0286,137.2096,-0.181
clip_vitl14,cifar10,0,2,MSR,global,cifar100,msr,140.4294,139.4326,0.9967
clip_vitl14,cifar10,0,2,GradNorm,global,cifar100,gradnorm,165.3883,144.5168,20.8715
clip_vitl14,cifar10,0,2,Maha,global,cifar100,maha,160.037,150.5108,9.5262
clip_vitl14,cifar10,0,2,GradNorm,class pred,cifar100,gradnorm_cp,165.3883,149.3566,16.0317
clip_vitl14,cifar10,0,2,Maha,class pred,cifar100,maha_cp,160.037,156.1533,3.8837
clip_vitl14,cifar10,0,2,PCA RecError,class pred,cifar100,recerr_cp,168.7004,147.6378,21.0626
clip_vitl14,cifar10,0,2,PCA RecError,class,cifar100,recerr_class,168.7004,151.2135,17.4869
clip_vitl14,cifar10,0,2,MLS,global,tinyimagenet,mls,145.1839,146.0819,-0.8981
clip_vitl14,cifar10,0,2,Energy,global,tinyimagenet,energy,145.2286,146.1288,-0.9001
clip_vitl14,cifar10,0,2,MSR,global,tinyimagenet,msr,149.409,148.3225,1.0865
clip_vitl14,cifar10,0,2,GradNorm,global,tinyimagenet,gradnorm,198.1954,139.2698,58.9256
clip_vitl14,cifar10,0,2,Maha,global,tinyimagenet,maha,126.6043,125.8681,0.7362
clip_vitl14,cifar10,0,2,GradNorm,class pred,tinyimagenet,gradnorm_cp,198.1954,142.1933,56.0021
clip_vitl14,cifar10,0,2,Maha,class pred,tinyimagenet,maha_cp,126.6043,126.3273,0.2771
clip_vitl14,cifar10,0,2,PCA RecError,class pred,tinyimagenet,recerr_cp,127.3113,125.6409,1.6705
clip_vitl14,cifar10,0,2,PCA RecError,class,tinyimagenet,recerr_class,127.3113,126.0662,1.2451
clip_vitl14,cifar10,0,2,MLS,global,lsun resize,mls,126.889,127.1392,-0.2502
clip_vitl14,cifar10,0,2,Energy,global,lsun resize,energy,126.8972,127.1435,-0.2462
clip_vitl14,cifar10,0,2,MSR,global,lsun resize,msr,135.6876,136.2444,-0.5568
clip_vitl14,cifar10,0,2,GradNorm,global,lsun resize,gradnorm,134.4198,128.3394,6.0804
clip_vitl14,cifar10,0,2,Maha,global,lsun resize,maha,129.2073,132.4437,-3.2364
clip_vitl14,cifar10,0,2,GradNorm,class pred,lsun resize,gradnorm_cp,134.4198,128.3995,6.0203
clip_vitl14,cifar10,0,2,Maha,class pred,lsun resize,maha_cp,129.2073,134.5118,-5.3045
clip_vitl14,cifar10,0,2,PCA RecError,class pred,lsun resize,recerr_cp,135.2763,128.4696,6.8067
clip_vitl14,cifar10,0,2,PCA RecError,class,lsun resize,recerr_class,135.2763,129.6448,5.6315
clip_vitl14,cifar10,0,2,MLS,global,isun,mls,114.643,114.7103,-0.0673
clip_vitl14,cifar10,0,2,Energy,global,isun,energy,114.6521,114.7199,-0.0679
clip_vitl14,cifar10,0,2,MSR,global,isun,msr,125.1339,123.9944,1.1394
clip_vitl14,cifar10,0,2,GradNorm,global,isun,gradnorm,123.0183,115.3375,7.6808
clip_vitl14,cifar10,0,2,Maha,global,isun,maha,117.3255,121.8112,-4.4858
clip_vitl14,cifar10,0,2,GradNorm,class pred,isun,gradnorm_cp,123.0183,115.668,7.3503
clip_vitl14,cifar10,0,2,Maha,class pred,isun,maha_cp,117.3255,125.5454,-8.22
clip_vitl14,cifar10,0,2,PCA RecError,class pred,isun,recerr_cp,126.6665,116.431,10.2355
clip_vitl14,cifar10,0,2,PCA RecError,class,isun,recerr_class,126.6665,118.0867,8.5797
clip_vitl14,cifar10,0,2,MLS,global,places365,mls,148.4481,150.2968,-1.8486
clip_vitl14,cifar10,0,2,Energy,global,places365,energy,148.4912,150.3434,-1.8522
clip_vitl14,cifar10,0,2,MSR,global,places365,msr,154.7992,154.6844,0.1148
clip_vitl14,cifar10,0,2,GradNorm,global,places365,gradnorm,228.4301,128.0888,100.3413
clip_vitl14,cifar10,0,2,Maha,global,places365,maha,125.9917,125.3848,0.607
clip_vitl14,cifar10,0,2,GradNorm,class pred,places365,gradnorm_cp,228.4301,129.2654,99.1647
clip_vitl14,cifar10,0,2,Maha,class pred,places365,maha_cp,125.9917,125.4989,0.4928
clip_vitl14,cifar10,0,2,PCA RecError,class pred,places365,recerr_cp,126.2977,124.9658,1.3319
clip_vitl14,cifar10,0,2,PCA RecError,class,places365,recerr_class,126.2977,125.3207,0.977
clip_vitl14,cifar10,0,2,MLS,global,lsun cropped,mls,125.0366,124.964,0.0726
clip_vitl14,cifar10,0,2,Energy,global,lsun cropped,energy,125.0393,124.9676,0.0717
clip_vitl14,cifar10,0,2,MSR,global,lsun cropped,msr,131.2936,130.158,1.1356
clip_vitl14,cifar10,0,2,GradNorm,global,lsun cropped,gradnorm,131.1343,127.059,4.0752
clip_vitl14,cifar10,0,2,Maha,global,lsun cropped,maha,146.0878,143.2425,2.8453
clip_vitl14,cifar10,0,2,GradNorm,class pred,lsun cropped,gradnorm_cp,131.1343,128.1242,3.0101
clip_vitl14,cifar10,0,2,Maha,class pred,lsun cropped,maha_cp,146.0878,154.7448,-8.657
clip_vitl14,cifar10,0,2,PCA RecError,class pred,lsun cropped,recerr_cp,168.4727,139.8817,28.591
clip_vitl14,cifar10,0,2,PCA RecError,class,lsun cropped,recerr_class,168.4727,146.1351,22.3376
clip_vitl14,cifar10,0,2,MLS,global,textures,mls,66.9705,67.2485,-0.278
clip_vitl14,cifar10,0,2,Energy,global,textures,energy,67.0077,67.2961,-0.2884
clip_vitl14,cifar10,0,2,MSR,global,textures,msr,74.1105,72.3321,1.7784
clip_vitl14,cifar10,0,2,GradNorm,global,textures,gradnorm,119.9428,64.662,55.2808
clip_vitl14,cifar10,0,2,Maha,global,textures,maha,65.9108,64.882,1.0288
clip_vitl14,cifar10,0,2,GradNorm,class pred,textures,gradnorm_cp,119.9428,64.0302,55.9126
clip_vitl14,cifar10,0,2,Maha,class pred,textures,maha_cp,65.9108,65.0969,0.8139
clip_vitl14,cifar10,0,2,PCA RecError,class pred,textures,recerr_cp,66.4897,64.2173,2.2725
clip_vitl14,cifar10,0,2,PCA RecError,class,textures,recerr_class,66.4897,64.8244,1.6653
clip_vitl14,cifar10,0,2,MLS,global,svhn,mls,263.1496,263.0406,0.1089
clip_vitl14,cifar10,0,2,Energy,global,svhn,energy,263.1511,263.0442,0.1069
clip_vitl14,cifar10,0,2,MSR,global,svhn,msr,266.969,265.8259,1.1431
clip_vitl14,cifar10,0,2,GradNorm,global,svhn,gradnorm,265.9596,263.2138,2.7458
clip_vitl14,cifar10,0,2,Maha,global,svhn,maha,267.6832,268.7139,-1.0307
clip_vitl14,cifar10,0,2,GradNorm,class pred,svhn,gradnorm_cp,265.9596,263.5357,2.4239
clip_vitl14,cifar10,0,2,Maha,class pred,svhn,maha_cp,267.6832,274.791,-7.1078
clip_vitl14,cifar10,0,2,PCA RecError,class pred,svhn,recerr_cp,276.323,267.1814,9.1415
clip_vitl14,cifar10,0,2,PCA RecError,class,svhn,recerr_class,276.323,269.2312,7.0917
clip_vitl14,cifar100,25,0,MLS,global,cifar10,mls,210.5098,211.9837,-1.4739
clip_vitl14,cifar100,25,0,Energy,global,cifar10,energy,210.9767,212.458,-1.4813
clip_vitl14,cifar100,25,0,MSR,global,cifar10,msr,210.024,211.8893,-1.8653
clip_vitl14,cifar100,25,0,GradNorm,global,cifar10,gradnorm,252.5404,232.0873,20.4531
clip_vitl14,cifar100,25,0,Maha,global,cifar10,maha,242.2649,221.3116,20.9534
clip_vitl14,cifar100,25,0,GradNorm,class pred,cifar10,gradnorm_cp,252.5404,269.9715,-17.4311
clip_vitl14,cifar100,25,0,Maha,class pred,cifar10,maha_cp,242.2649,268.8816,-26.6167
clip_vitl14,cifar100,25,0,PCA RecError,class pred,cifar10,recerr_cp,252.9263,226.169,26.7573
clip_vitl14,cifar100,25,0,PCA RecError,class,cifar10,recerr_class,252.9263,231.0082,21.9182
clip_vitl14,cifar100,25,0,MLS,global,tinyimagenet,mls,224.12,226.0755,-1.9555
clip_vitl14,cifar100,25,0,Energy,global,tinyimagenet,energy,224.561,226.5556,-1.9946
clip_vitl14,cifar100,25,0,MSR,global,tinyimagenet,msr,222.7578,224.3204,-1.5625
clip_vitl14,cifar100,25,0,GradNorm,global,tinyimagenet,gradnorm,269.4387,213.9477,55.4911
clip_vitl14,cifar100,25,0,Maha,global,tinyimagenet,maha,200.5539,195.9128,4.6411
clip_vitl14,cifar100,25,0,GradNorm,class pred,tinyimagenet,gradnorm_cp,269.4387,235.962,33.4768
clip_vitl14,cifar100,25,0,Maha,class pred,tinyimagenet,maha_cp,200.5539,238.7854,-38.2315
clip_vitl14,cifar100,25,0,PCA RecError,class pred,tinyimagenet,recerr_cp,204.5463,194.9012,9.6451
clip_vitl14,cifar100,25,0,PCA RecError,class,tinyimagenet,recerr_class,204.5463,196.4079,8.1384
clip_vitl14,cifar100,25,0,MLS,global,lsun resize,mls,197.2772,198.5905,-1.3133
clip_vitl14,cifar100,25,0,Energy,global,lsun resize,energy,197.568,198.8833,-1.3153
clip_vitl14,cifar100,25,0,MSR,global,lsun resize,msr,203.9241,206.0252,-2.1012
clip_vitl14,cifar100,25,0,GradNorm,global,lsun resize,gradnorm,200.4869,193.0973,7.3896
clip_vitl14,cifar100,25,0,Maha,global,lsun resize,maha,208.4481,211.2507,-2.8026
clip_vitl14,cifar100,25,0,GradNorm,class pred,lsun resize,gradnorm_cp,200.4869,242.8406,-42.3538
clip_vitl14,cifar100,25,0,Maha,class pred,lsun resize,maha_cp,208.4481,240.3835,-31.9354
clip_vitl14,cifar100,25,0,PCA RecError,class pred,lsun resize,recerr_cp,226.7048,208.8163,17.8885
clip_vitl14,cifar100,25,0,PCA RecError,class,lsun resize,recerr_class,226.7048,213.974,12.7309
clip_vitl14,cifar100,25,0,MLS,global,isun,mls,183.7852,184.8711,-1.086
clip_vitl14,cifar100,25,0,Energy,global,isun,energy,184.1178,185.2271,-1.1093
clip_vitl14,cifar100,25,0,MSR,global,isun,msr,189.6533,191.2166,-1.5632
clip_vitl14,cifar100,25,0,GradNorm,global,isun,gradnorm,188.7518,182.6651,6.0866
clip_vitl14,cifar100,25,0,Maha,global,isun,maha,202.9116,207.5,-4.5884
clip_vitl14,cifar100,25,0,GradNorm,class pred,isun,gradnorm_cp,188.7518,236.5565,-47.8047
clip_vitl14,cifar100,25,0,Maha,class pred,isun,maha_cp,202.9116,232.3801,-29.4684
clip_vitl14,cifar100,25,0,PCA RecError,class pred,isun,recerr_cp,224.7837,204.9741,19.8096
clip_vitl14,cifar100,25,0,PCA RecError,class,isun,recerr_class,224.7837,211.235,13.5488
clip_vitl14,cifar100,25,0,MLS,global,places365,mls,227.378,233.9613,-6.5834
clip_vitl14,cifar100,25,0,Energy,global,places365,energy,227.9318,234.576,-6.6443
clip_vitl14,cifar100,25,0,MSR,global,places365,msr,224.9387,228.5686,-3.6299
clip_vitl14,cifar100,25,0,GradNorm,global,places365,gradnorm,302.1871,191.6751,110.512
clip_vitl14,cifar100,25,0,Maha,global,places365,maha,198.6591,194.2686,4.3905
clip_vitl14,cifar100,25,0,GradNorm,class pred,places365,gradnorm_cp,302.1871,218.8039,83.3832
clip_vitl14,cifar100,25,0,Maha,class pred,places365,maha_cp,198.6591,212.5358,-13.8767
clip_vitl14,cifar100,25,0,PCA RecError,class pred,places365,recerr_cp,200.459,193.0122,7.4468
clip_vitl14,cifar100,25,0,PCA RecError,class,places365,recerr_class,200.459,194.3703,6.0887
clip_vitl14,cifar100,25,0,MLS,global,lsun cropped,mls,188.9822,189.2425,-0.2603
clip_vitl14,cifar100,25,0,Energy,global,lsun cropped,energy,189.0992,189.3689,-0.2697
clip_vitl14,cifar100,25,0,MSR,global,lsun cropped,msr,198.1039,198.9417,-0.8377
clip_vitl14,cifar100,25,0,GradNorm,global,lsun cropped,gradnorm,195.4053,193.0554,2.3499
clip_vitl14,cifar100,25,0,Maha,global,lsun cropped,maha,246.8012,238.3879,8.4133
clip_vitl14,cifar100,25,0,GradNorm,class pred,lsun cropped,gradnorm_cp,195.4053,223.4606,-28.0553
clip_vitl14,cifar100,25,0,Maha,class pred,lsun cropped,maha_cp,246.8012,276.1381,-29.3369
clip_vitl14,cifar100,25,0,PCA RecError,class pred,lsun cropped,recerr_cp,274.9424,236.443,38.4994
clip_vitl14,cifar100,25,0,PCA RecError,class,lsun cropped,recerr_class,274.9424,243.3807,31.5616
clip_vitl14,cifar100,25,0,MLS,global,textures,mls,144.9246,146.6735,-1.7489
clip_vitl14,cifar100,25,0,Energy,global,textures,energy,145.458,147.2276,-1.7696
clip_vitl14,cifar100,25,0,MSR,global,textures,msr,145.3261,147.1857,-1.8596
clip_vitl14,cifar100,25,0,GradNorm,global,textures,gradnorm,196.9592,136.399,60.5602
clip_vitl14,cifar100,25,0,Maha,global,textures,maha,151.1811,143.7532,7.4279
clip_vitl14,cifar100,25,0,GradNorm,class pred,textures,gradnorm_cp,196.9592,150.6919,46.2674
clip_vitl14,cifar100,25,0,Maha,class pred,textures,maha_cp,151.1811,185.9976,-34.8164
clip_vitl14,cifar100,25,0,PCA RecError,class pred,textures,recerr_cp,154.4639,141.7195,12.7444
clip_vitl14,cifar100,25,0,PCA RecError,class,textures,recerr_class,154.4639,143.9929,10.471
clip_vitl14,cifar100,25,0,MLS,global,svhn,mls,306.5083,306.4978,0.0105
clip_vitl14,cifar100,25,0,Energy,global,svhn,energy,306.523,306.5174,0.0056
clip_vitl14,cifar100,25,0,MSR,global,svhn,msr,313.8013,314.3192,-0.518
clip_vitl14,cifar100,25,0,GradNorm,global,svhn,gradnorm,308.5851,305.4833,3.1018
clip_vitl14,cifar100,25,0,Maha,global,svhn,maha,320.9696,326.5382,-5.5686
clip_vitl14,cifar100,25,0,GradNorm,class pred,svhn,gradnorm_cp,308.5851,317.4145,-8.8294
clip_vitl14,cifar100,25,0,Maha,class pred,svhn,maha_cp,320.9696,326.1592,-5.1896
clip_vitl14,cifar100,25,0,PCA RecError,class pred,svhn,recerr_cp,332.9885,324.0835,8.905
clip_vitl14,cifar100,25,0,PCA RecError,class,svhn,recerr_class,332.9885,326.385,6.6035
clip_vitl14,cifar100,25,1,MLS,global,cifar10,mls,210.913,212.7532,-1.8402
clip_vitl14,cifar100,25,1,Energy,global,cifar10,energy,211.4697,213.292,-1.8223
clip_vitl14,cifar100,25,1,MSR,global,cifar10,msr,207.7087,210.7077,-2.9991
clip_vitl14,cifar100,25,1,GradNorm,global,cifar10,gradnorm,251.2531,234.2494,17.0037
clip_vitl14,cifar100,25,1,Maha,global,cifar10,maha,244.6237,223.7329,20.8908
clip_vitl14,cifar100,25,1,GradNorm,class pred,cifar10,gradnorm_cp,251.2531,267.4232,-16.1701
clip_vitl14,cifar100,25,1,Maha,class pred,cifar10,maha_cp,244.6237,274.1486,-29.5249
clip_vitl14,cifar100,25,1,PCA RecError,class pred,cifar10,recerr_cp,256.5266,227.7488,28.7778
clip_vitl14,cifar100,25,1,PCA RecError,class,cifar10,recerr_class,256.5266,232.6792,23.8474
clip_vitl14,cifar100,25,1,MLS,global,tinyimagenet,mls,228.0781,230.2507,-2.1726
clip_vitl14,cifar100,25,1,Energy,global,tinyimagenet,energy,228.5094,230.6667,-2.1573
clip_vitl14,cifar100,25,1,MSR,global,tinyimagenet,msr,226.4852,229.2367,-2.7515
clip_vitl14,cifar100,25,1,GradNorm,global,tinyimagenet,gradnorm,273.5863,216.7488,56.8376
clip_vitl14,cifar100,25,1,Maha,global,tinyimagenet,maha,202.1324,197.476,4.6563
clip_vitl14,cifar100,25,1,GradNorm,class pred,tinyimagenet,gradnorm_cp,273.5863,237.3489,36.2374
clip_vitl14,cifar100,25,1,Maha,class pred,tinyimagenet,maha_cp,202.1324,239.2104,-37.0781
clip_vitl14,cifar100,25,1,PCA RecError,class pred,tinyimagenet,recerr_cp,206.1329,196.796,9.3369
clip_vitl14,cifar100,25,1,PCA RecError,class,tinyimagenet,recerr_class,206.1329,198.2911,7.8419
clip_vitl14,cifar100,25,1,MLS,global,lsun resize,mls,199.0821,199.8723,-0.7902
clip_vitl14,cifar100,25,1,Energy,global,lsun resize,energy,199.3067,200.0719,-0.7651
clip_vitl14,cifar100,25,1,MSR,global,lsun resize,msr,207.8077,210.1443,-2.3366
clip_vitl14,cifar100,25,1,GradNorm,global,lsun resize,gradnorm,203.5576,195.4194,8.1382
clip_vitl14,cifar100,25,1,Maha,global,lsun resize,maha,208.9533,212.6381,-3.6848
clip_vitl14,cifar100,25,1,GradNorm,class pred,lsun resize,gradnorm_cp,203.5576,249.024,-45.4664
clip_vitl14,cifar100,25,1,Maha,class pred,lsun resize,maha_cp,208.9533,245.1616,-36.2083
clip_vitl14,cifar100,25,1,PCA RecError,class pred,lsun resize,recerr_cp,225.8012,211.8003,14.0009
clip_vitl14,cifar100,25,1,PCA RecError,class,lsun resize,recerr_class,225.8012,215.1088,10.6924
clip_vitl14,cifar100,25,1,MLS,global,isun,mls,185.0212,185.7182,-0.697
clip_vitl14,cifar100,25,1,Energy,global,isun,energy,185.2879,185.9518,-0.6639
clip_vitl14,cifar100,25,1,MSR,global,isun,msr,192.4265,194.3908,-1.9643
clip_vitl14,cifar100,25,1,GradNorm,global,isun,gradnorm,190.5527,184.6222,5.9306
clip_vitl14,cifar100,25,1,Maha,global,isun,maha,203.0821,208.8478,-5.7657
clip_vitl14,cifar100,25,1,GradNorm,class pred,isun,gradnorm_cp,190.5527,244.8013,-54.2486
clip_vitl14,cifar100,25,1,Maha,class pred,isun,maha_cp,203.0821,235.2553,-32.1732
clip_vitl14,cifar100,25,1,PCA RecError,class pred,isun,recerr_cp,224.0345,205.5507,18.4838
clip_vitl14,cifar100,25,1,PCA RecError,class,isun,recerr_class,224.0345,210.47,13.5646
clip_vitl14,cifar100,25,1,MLS,global,places365,mls,225.0093,230.9477,-5.9384
clip_vitl14,cifar100,25,1,Energy,global,places365,energy,225.4361,231.4142,-5.9782
clip_vitl14,cifar100,25,1,MSR,global,places365,msr,226.594,230.7881,-4.194
clip_vitl14,cifar100,25,1,GradNorm,global,places365,gradnorm,303.5818,194.1073,109.4744
clip_vitl14,cifar100,25,1,Maha,global,places365,maha,200.2699,195.839,4.4309
clip_vitl14,cifar100,25,1,GradNorm,class pred,places365,gradnorm_cp,303.5818,223.5858,79.9959
clip_vitl14,cifar100,25,1,Maha,class pred,places365,maha_cp,200.2699,214.4336,-14.1637
clip_vitl14,cifar100,25,1,PCA RecError,class pred,places365,recerr_cp,202.3102,194.7524,7.5579
clip_vitl14,cifar100,25,1,PCA RecError,class,places365,recerr_class,202.3102,196.1339,6.1763
clip_vitl14,cifar100,25,1,MLS,global,lsun cropped,mls,193.0114,193.2486,-0.2371
clip_vitl14,cifar100,25,1,Energy,global,lsun cropped,energy,193.1426,193.3547,-0.2121
clip_vitl14,cifar100,25,1,MSR,global,lsun cropped,msr,202.9925,204.6408,-1.6483
clip_vitl14,cifar100,25,1,GradNorm,global,lsun cropped,gradnorm,199.5268,195.667,3.8599
clip_vitl14,cifar100,25,1,Maha,global,lsun cropped,maha,248.0135,237.4676,10.5459
clip_vitl14,cifar100,25,1,GradNorm,class pred,lsun cropped,gradnorm_cp,199.5268,225.1874,-25.6606
clip_vitl14,cifar100,25,1,Maha,class pred,lsun cropped,maha_cp,248.0135,280.166,-32.1525
clip_vitl14,cifar100,25,1,PCA RecError,class pred,lsun cropped,recerr_cp,276.742,239.1946,37.5473
clip_vitl14,cifar100,25,1,PCA RecError,class,lsun cropped,recerr_class,276.742,245.6206,31.1213
clip_vitl14,cifar100,25,1,MLS,global,textures,mls,148.1675,149.8366,-1.6691
clip_vitl14,cifar100,25,1,Energy,global,textures,energy,148.652,150.3088,-1.6569
clip_vitl14,cifar100,25,1,MSR,global,textures,msr,149.3799,152.2387,-2.8587
clip_vitl14,cifar100,25,1,GradNorm,global,textures,gradnorm,199.6193,140.7936,58.8258
clip_vitl14,cifar100,25,1,Maha,global,textures,maha,153.1792,145.659,7.5202
clip_vitl14,cifar100,25,1,GradNorm,class pred,textures,gradnorm_cp,199.6193,156.3937,43.2257
clip_vitl14,cifar100,25,1,Maha,class pred,textures,maha_cp,153.1792,181.5867,-28.4075
clip_vitl14,cifar100,25,1,PCA RecError,class pred,textures,recerr_cp,156.8643,143.9519,12.9123
clip_vitl14,cifar100,25,1,PCA RecError,class,textures,recerr_class,156.8643,146.268,10.5963
clip_vitl14,cifar100,25,1,MLS,global,svhn,mls,308.956,309.1804,-0.2245
clip_vitl14,cifar100,25,1,Energy,global,svhn,energy,308.9566,309.1432,-0.1866
clip_vitl14,cifar100,25,1,MSR,global,svhn,msr,318.4626,320.3456,-1.883
clip_vitl14,cifar100,25,1,GradNorm,global,svhn,gradnorm,310.8854,307.076,3.8094
clip_vitl14,cifar100,25,1,Maha,global,svhn,maha,322.5056,328.1478,-5.6422
clip_vitl14,cifar100,25,1,GradNorm,class pred,svhn,gradnorm_cp,310.8854,314.4201,-3.5347
clip_vitl14,cifar100,25,1,Maha,class pred,svhn,maha_cp,322.5056,347.9132,-25.4077
clip_vitl14,cifar100,25,1,PCA RecError,class pred,svhn,recerr_cp,335.5455,328.68,6.8655
clip_vitl14,cifar100,25,1,PCA RecError,class,svhn,recerr_class,335.5455,329.7096,5.8359
clip_vitl14,cifar100,25,2,MLS,global,cifar10,mls,211.0822,212.641,-1.5588
clip_vitl14,cifar100,25,2,Energy,global,cifar10,energy,211.5271,213.0604,-1.5333
clip_vitl14,cifar100,25,2,MSR,global,cifar10,msr,212.1887,215.1013,-2.9126
clip_vitl14,cifar100,25,2,GradNorm,global,cifar10,gradnorm,257.6851,236.3962,21.2889
clip_vitl14,cifar100,25,2,Maha,global,cifar10,maha,243.8711,223.0409,20.8302
clip_vitl14,cifar100,25,2,GradNorm,class pred,cifar10,gradnorm_cp,257.6851,262.9854,-5.3003
clip_vitl14,cifar100,25,2,Maha,class pred,cifar10,maha_cp,243.8711,273.3537,-29.4826
clip_vitl14,cifar100,25,2,PCA RecError,class pred,cifar10,recerr_cp,255.1444,227.5961,27.5484
clip_vitl14,cifar100,25,2,PCA RecError,class,cifar10,recerr_class,255.1444,232.4576,22.6868
clip_vitl14,cifar100,25,2,MLS,global,tinyimagenet,mls,225.7551,228.2979,-2.5428
clip_vitl14,cifar100,25,2,Energy,global,tinyimagenet,energy,226.2193,228.7791,-2.5598
clip_vitl14,cifar100,25,2,MSR,global,tinyimagenet,msr,224.0368,226.9408,-2.9039
clip_vitl14,cifar100,25,2,GradNorm,global,tinyimagenet,gradnorm,270.6756,215.3521,55.3235
clip_vitl14,cifar100,25,2,Maha,global,tinyimagenet,maha,200.7816,196.3522,4.4294
clip_vitl14,cifar100,25,2,GradNorm,class pred,tinyimagenet,gradnorm_cp,270.6756,234.4424,36.2332
clip_vitl14,cifar100,25,2,Maha,class pred,tinyimagenet,maha_cp,200.7816,237.7749,-36.9934
clip_vitl14,cifar100,25,2,PCA RecError,class pred,tinyimagenet,recerr_cp,204.6101,195.7021,8.908
clip_vitl14,cifar100,25,2,PCA RecError,class,tinyimagenet,recerr_class,204.6101,197.1172,7.4929
clip_vitl14,cifar100,25,2,MLS,global,lsun resize,mls,196.4551,197.9204,-1.4653
clip_vitl14,cifar100,25,2,Energy,global,lsun resize,energy,196.7286,198.1677,-1.4391
clip_vitl14,cifar100,25,2,MSR,global,lsun resize,msr,202.4904,205.8581,-3.3677
clip_vitl14,cifar100,25,2,GradNorm,global,lsun resize,gradnorm,200.4006,194.0848,6.3158
clip_vitl14,cifar100,25,2,Maha,global,lsun resize,maha,208.8902,216.7194,-7.8292
clip_vitl14,cifar100,25,2,GradNorm,class pred,lsun resize,gradnorm_cp,200.4006,250.2307,-49.8301
clip_vitl14,cifar100,25,2,Maha,class pred,lsun resize,maha_cp,208.8902,235.2297,-26.3395
clip_vitl14,cifar100,25,2,PCA RecError,class pred,lsun resize,recerr_cp,224.2597,211.3899,12.8698
clip_vitl14,cifar100,25,2,PCA RecError,class,lsun resize,recerr_class,224.2597,216.2449,8.0147
clip_vitl14,cifar100,25,2,MLS,global,isun,mls,184.7857,185.7955,-1.0099
clip_vitl14,cifar100,25,2,Energy,global,isun,energy,185.0685,186.0546,-0.9861
clip_vitl14,cifar100,25,2,MSR,global,isun,msr,192.4232,194.8669,-2.4437
clip_vitl14,cifar100,25,2,GradNorm,global,isun,gradnorm,189.6062,184.0256,5.5806
clip_vitl14,cifar100,25,2,Maha,global,isun,maha,203.8449,213.8822,-10.0374
clip_vitl14,cifar100,25,2,GradNorm,class pred,isun,gradnorm_cp,189.6062,246.2256,-56.6194
clip_vitl14,cifar100,25,2,Maha,class pred,isun,maha_cp,203.8449,227.9196,-24.0748
clip_vitl14,cifar100,25,2,PCA RecError,class pred,isun,recerr_cp,222.6598,206.8754,15.7844
clip_vitl14,cifar100,25,2,PCA RecError,class,isun,recerr_class,222.6598,213.2069,9.4528
clip_vitl14,cifar100,25,2,MLS,global,places365,mls,223.6799,230.6507,-6.9708
