dataset,method,calibration,model,drop_out,reward,run,ece_l1,ece_l2,mce,ece_l1_bound,ece_l2_bound
ood_nsncs_lsun_resize,GE,Isotonic,modelvit,do1,rew0,2,0.29853614159918135,0.10759347067300466,0.5291652217146232,0.36407414373901625,0.4888596938543507
ood_nsncs_isun,GE,Isotonic,modelvit,do1,rew0,2,0.27453472858919875,0.09181146323137666,0.582258474123492,0.34412486048043867,0.47229953270701897
ood_nsncs_textures,GE,Isotonic,modelvit,do1,rew0,2,0.09724032665309233,0.029058405975850927,0.41755063817169014,0.1781158840432277,0.2846394015007401
ood_nsncs_places365,GE,Isotonic,modelvit,do1,rew0,2,0.25291899129157663,0.08567322761020851,0.4915521709358429,0.31856191188921956,0.4420845632328101
val,GE,Beta,modelvit,do1,rew0,2,0.02159262697992161,0.0030263214841868276,0.806103680637988,0.12570788817336687,0.2515258831443306
iid_test,GE,Beta,modelvit,do1,rew0,2,0.015402621912680088,0.001541457507834055,0.25590213802123185,0.12782339042462704,0.25327587934686757
ood_sncs_c10,GE,Beta,modelvit,do1,rew0,2,0.22029851698230865,0.06752231947479347,0.4303650164130822,0.2881395726292009,0.40338429181581287
ood_nsncs_svhn,GE,Beta,modelvit,do1,rew0,2,0.3068969737948236,0.11595174916074544,0.5316004233185565,0.3430065612385715,0.4172262797596246
ood_nsncs_ti,GE,Beta,modelvit,do1,rew0,2,0.2526795260605064,0.08307977076718279,0.4757558822638205,0.32052058170739867,0.4423606118885723
ood_nsncs_lsun_cropped,GE,Beta,modelvit,do1,rew0,2,0.23446854114602156,0.0828154925632868,0.48375982231665726,0.30230959679291386,0.40667188215354455
ood_nsncs_lsun_resize,GE,Beta,modelvit,do1,rew0,2,0.2957242686091748,0.10859268130416543,0.5114050264291541,0.36356532425606697,0.4886696748317038
ood_nsncs_isun,GE,Beta,modelvit,do1,rew0,2,0.27102966093517594,0.09243814534200485,0.49106487319174547,0.34311843833758165,0.4714010104424212
ood_nsncs_textures,GE,Beta,modelvit,do1,rew0,2,0.10421329830650175,0.024425696884636923,0.31354191866854214,0.18379403204132083,0.27521965276705973
ood_nsncs_places365,GE,Beta,modelvit,do1,rew0,2,0.2520394668148361,0.08525098093276724,0.4770424879628221,0.31988052246172843,0.43995393706099395
val,Energy,Sigmoid,modelvit,do1,rew0,2,0.02295199345262279,0.003075376753248318,0.336664392193151,0.1297695917071649,0.25493375148382047
iid_test,Energy,Sigmoid,modelvit,do1,rew0,2,0.013447861128419546,0.001277220748638855,0.35342633329786,0.13113270035681776,0.25568545691347705
ood_sncs_c10,Energy,Sigmoid,modelvit,do1,rew0,2,0.2334758490330184,0.07617027019996493,0.45499436558616424,0.30274040107215977,0.4118117869598281
ood_nsncs_svhn,Energy,Sigmoid,modelvit,do1,rew0,2,0.341855051463085,0.14195493695982273,0.5747581185697391,0.37872231973832415,0.44960290480711745
ood_nsncs_ti,Energy,Sigmoid,modelvit,do1,rew0,2,0.2703906674937544,0.09445183721159192,0.5010898631159487,0.3396552195328958,0.4578119770606981
ood_nsncs_lsun_cropped,Energy,Sigmoid,modelvit,do1,rew0,2,0.25802898812429903,0.09985172247791943,0.5030650855232331,0.3272935401634404,0.4319995016165566
ood_nsncs_lsun_resize,Energy,Sigmoid,modelvit,do1,rew0,2,0.3119818311272724,0.12107753848376561,0.5371667531002611,0.38124638316641385,0.5051245200220967
ood_nsncs_isun,Energy,Sigmoid,modelvit,do1,rew0,2,0.2849062310342154,0.10266722547074435,0.5105873085909423,0.35850763399315866,0.4851240091105555
ood_nsncs_textures,Energy,Sigmoid,modelvit,do1,rew0,2,0.12696032409333755,0.03406935917560619,0.35839924675864576,0.20430192892256818,0.293755173205521
ood_nsncs_places365,Energy,Sigmoid,modelvit,do1,rew0,2,0.26804844629409713,0.09653451607440706,0.4976608892191401,0.3373129983332385,0.4532965972984876
val,Energy,Isotonic,modelvit,do1,rew0,2,0.018201936670481058,0.0026611207865375117,0.6579631886211905,0.1263536203344398,0.25454686956105255
iid_test,Energy,Isotonic,modelvit,do1,rew0,2,0.017834503146761257,0.0019340363130506179,0.5152918674758784,0.12793779031807445,0.25718231903806377
ood_sncs_c10,Energy,Isotonic,modelvit,do1,rew0,2,0.2292719568901411,0.07836796895989843,0.5454039327783997,0.2947549331349478,0.41553521052988174
ood_nsncs_svhn,Energy,Isotonic,modelvit,do1,rew0,2,0.3489848547075207,0.15018901711863428,0.5916535353442486,0.38394246222687584,0.45946355899266467
ood_nsncs_ti,Energy,Isotonic,modelvit,do1,rew0,2,0.2704412356404413,0.09547849098741082,0.6006664867019912,0.3358311400847014,0.4600500321883435
ood_nsncs_lsun_cropped,Energy,Isotonic,modelvit,do1,rew0,2,0.2645252039647792,0.1031024928955972,0.5395749753852297,0.32983651332795916,0.43661315741107887
ood_nsncs_lsun_resize,Energy,Isotonic,modelvit,do1,rew0,2,0.31506594671071886,0.12073898793374832,0.6255890965719064,0.38036247844060606,0.5059594315968298
ood_nsncs_isun,Energy,Isotonic,modelvit,do1,rew0,2,0.2882275744079213,0.10255507898234296,0.5241738039859597,0.35759646519908395,0.48634220763250574
ood_nsncs_textures,Energy,Isotonic,modelvit,do1,rew0,2,0.11405652342303589,0.0368398318195146,0.5380904975647692,0.19193874296007224,0.2995464220370871
ood_nsncs_places365,Energy,Isotonic,modelvit,do1,rew0,2,0.2675092221861871,0.0975783203455226,0.5210619317166194,0.3328955399853776,0.45575087739368225
val,Energy,Beta,modelvit,do1,rew0,2,0.02999517642810142,0.004852010814464195,0.9266445824050255,0.13220123556005536,0.25660249941460284
iid_test,Energy,Beta,modelvit,do1,rew0,2,0.015762237966091316,0.0016862441333665946,0.5273357250184739,0.1331559462968208,0.25628505809733865
ood_sncs_c10,Energy,Beta,modelvit,do1,rew0,2,0.2215196328870611,0.07980905585868538,0.5111979993786239,0.29163759558847835,0.41623114211651374
ood_nsncs_svhn,Energy,Beta,modelvit,do1,rew0,2,0.34650104976116747,0.15836047152325938,0.6271703551270948,0.383822560775424,0.46748048099726613
ood_nsncs_ti,Energy,Beta,modelvit,do1,rew0,2,0.2699821842921619,0.10356825730999454,0.5508426568694882,0.34010014699357904,0.46771680238742674
ood_nsncs_lsun_cropped,Energy,Beta,modelvit,do1,rew0,2,0.26897218783778715,0.11575431599776301,0.558780497909378,0.3386504043165777,0.4501616396498545
ood_nsncs_lsun_resize,Energy,Beta,modelvit,do1,rew0,2,0.3227371204820495,0.13564336530777385,0.5777792901464501,0.39232673285707104,0.519464911135849
ood_nsncs_isun,Energy,Beta,modelvit,do1,rew0,2,0.2940357989615743,0.11571412479126932,0.5588378717984019,0.36805562615788356,0.4984986304416778
ood_nsncs_textures,Energy,Beta,modelvit,do1,rew0,2,0.11316207083850316,0.032641464550200706,0.426786089543433,0.1864559192340747,0.29156603150693494
ood_nsncs_places365,Energy,Beta,modelvit,do1,rew0,2,0.2685937757747188,0.10665816740462294,0.5405878464304469,0.3387117384761361,0.46458204174664275
val,GradNorm,Sigmoid,modelvit,do1,rew0,2,0.04339614369918562,0.009376211588559691,0.6197912264691428,0.13226075753843058,0.26013241789473895
iid_test,GradNorm,Sigmoid,modelvit,do1,rew0,2,0.03176057391143636,0.0042818432081658895,0.5127443463295575,0.13470171237417863,0.2611591147075245
ood_sncs_c10,GradNorm,Sigmoid,modelvit,do1,rew0,2,0.19374963748889526,0.06852448543482312,0.5831099070319268,0.26548392995135234,0.4127317524405487
ood_nsncs_svhn,GradNorm,Sigmoid,modelvit,do1,rew0,2,0.18112423779901615,0.06723458075074332,0.6330505689033346,0.21797230463042294,0.3403669998225175
ood_nsncs_ti,GradNorm,Sigmoid,modelvit,do1,rew0,2,0.23269455329630825,0.09023869488794757,0.6236262041968283,0.30442884575876533,0.452581392098679
ood_nsncs_lsun_cropped,GradNorm,Sigmoid,modelvit,do1,rew0,2,0.18858067962612918,0.07391315662799604,0.6051140638658361,0.2528067976524938,0.38074297175013677
ood_nsncs_lsun_resize,GradNorm,Sigmoid,modelvit,do1,rew0,2,0.2867598331346968,0.12466683228121313,0.6497147315154088,0.35849412559715377,0.5008320255352949
ood_nsncs_isun,GradNorm,Sigmoid,modelvit,do1,rew0,2,0.2568722331450727,0.10600289066929564,0.623036942029591,0.3330980140108813,0.4778005842108903
ood_nsncs_textures,GradNorm,Sigmoid,modelvit,do1,rew0,2,0.0728783666125302,0.0157863239833809,0.45286659910357535,0.14745858019479915,0.2585172232304658
ood_nsncs_places365,GradNorm,Sigmoid,modelvit,do1,rew0,2,0.24328941763119752,0.09263338616797087,0.6147849490120393,0.31502371009365454,0.4625237887460935
val,GradNorm,Isotonic,modelvit,do1,rew0,2,0.01829548146935037,0.004048162998109803,1.0,0.12555830780207344,0.2539522971149636
iid_test,GradNorm,Isotonic,modelvit,do1,rew0,2,0.013661067262846889,0.0019425087049438979,0.5578948295072504,0.12904848743468017,0.2561207040596039
ood_sncs_c10,GradNorm,Isotonic,modelvit,do1,rew0,2,0.2255885387605119,0.06944551806037587,0.6290622892504965,0.29405754360467157,0.4112467533731427
ood_nsncs_svhn,GradNorm,Isotonic,modelvit,do1,rew0,2,0.24852345601272954,0.08419186735738968,0.6210651492205875,0.2849672803906281,0.3640926974559956
ood_nsncs_ti,GradNorm,Isotonic,modelvit,do1,rew0,2,0.2521030293091749,0.0830199513369338,0.6268134410683956,0.32057203415333463,0.44304822657220855
ood_nsncs_lsun_cropped,GradNorm,Isotonic,modelvit,do1,rew0,2,0.2112058937936649,0.07401855083541783,0.6246732364943718,0.2796748986378246,0.3804379871337516
ood_nsncs_lsun_resize,GradNorm,Isotonic,modelvit,do1,rew0,2,0.289382695590844,0.10736924051360976,0.6271793284680752,0.3578517004350036,0.4817136046255186
ood_nsncs_isun,GradNorm,Isotonic,modelvit,do1,rew0,2,0.263606486059651,0.09206978779419032,0.6152781147602978,0.3363625303474284,0.4623616988693028
ood_nsncs_textures,GradNorm,Isotonic,modelvit,do1,rew0,2,0.10194525309432155,0.02513158557773533,0.6063767129852631,0.18530450905974827,0.2808623698334527
ood_nsncs_places365,GradNorm,Isotonic,modelvit,do1,rew0,2,0.260866514272902,0.08611717483535977,0.6323687219203785,0.32933551911706166,0.45422464757177516
val,GradNorm,Beta,modelvit,do1,rew0,2,0.01968359507895661,0.002638292982991213,0.8645780337089664,0.1300750619684664,0.25650677953796236
iid_test,GradNorm,Beta,modelvit,do1,rew0,2,0.02011080290421635,0.00166683792431247,0.27412913234162467,0.13232756049373953,0.2551413358340415
ood_sncs_c10,GradNorm,Beta,modelvit,do1,rew0,2,0.22842903856964902,0.07177735292240472,0.4574309258228426,0.29955337034444296,0.41187666484462304
ood_nsncs_svhn,GradNorm,Beta,modelvit,do1,rew0,2,0.26538548902178016,0.08865240784772689,0.5153012835888633,0.3032426575624307,0.3682610711775174
ood_nsncs_ti,GradNorm,Beta,modelvit,do1,rew0,2,0.2539234625415252,0.08515942830543327,0.5045405860882042,0.3250477943163191,0.4433595596702811
ood_nsncs_lsun_cropped,GradNorm,Beta,modelvit,do1,rew0,2,0.2107177016030318,0.07361394978522062,0.4885842285635078,0.28184203337782565,0.3774568440303051
ood_nsncs_lsun_resize,GradNorm,Beta,modelvit,do1,rew0,2,0.28747634748514483,0.1084920459057343,0.5331411844025725,0.3586006792599387,0.48019834297633973
ood_nsncs_isun,GradNorm,Beta,modelvit,do1,rew0,2,0.26127397048157464,0.09332839469510348,0.5043748236438278,0.33685159928344655,0.460242887675571
