dataset,method,calibration,model,drop_out,reward,run,ece_l1,ece_l2,mce,ece_l1_bound,ece_l2_bound
ood_nsncs_lsun_cropped,REN,Isotonic,modelvit,do0,rew0,1,0.3255866469385834,0.1537950043998972,0.6139519852079716,0.3696876606662731,0.4945151439872513
ood_nsncs_lsun_resize,REN,Isotonic,modelvit,do0,rew0,1,0.3352473453460762,0.14518357841495713,0.5867422125907359,0.3793711859875718,0.5115033105787125
ood_nsncs_isun,REN,Isotonic,modelvit,do0,rew0,1,0.32454378739509415,0.13312329873381243,0.566224698382809,0.3714291313494181,0.5136074944386743
ood_nsncs_textures,REN,Isotonic,modelvit,do0,rew0,1,0.28543282327443775,0.17084752023965924,0.9994547557722214,0.3386079454966515,0.5016901650291478
ood_nsncs_places365,REN,Isotonic,modelvit,do0,rew0,1,0.37182380904581114,0.18343102992915314,0.6713913405979064,0.4157253869990914,0.5545264628267889
val,REN,Beta,modelvit,do0,rew0,1,0.02592952495733876,0.004849648371058834,0.8151170777300836,0.09552805051771324,0.2190300807731688
iid_test,REN,Beta,modelvit,do0,rew0,1,0.016507433292074828,0.001418682935336841,0.44318554811018396,0.0982312849931744,0.22516644319387838
ood_sncs_c10,REN,Beta,modelvit,do0,rew0,1,0.3936951470475695,0.23440275450768083,0.7201894980987839,0.43966664456183846,0.5772221604160352
ood_nsncs_svhn,REN,Beta,modelvit,do0,rew0,1,0.5356234648440976,0.34946280259480866,0.7621374788676442,0.5602525316431771,0.6414589670278436
ood_nsncs_ti,REN,Beta,modelvit,do0,rew0,1,0.37800891441851364,0.19940094762986602,0.6770666210947807,0.4242726729135975,0.5623016910735809
ood_nsncs_lsun_cropped,REN,Beta,modelvit,do0,rew0,1,0.3484103333549776,0.18570309874911767,0.6649759485458082,0.39482488731837484,0.5243878929307628
ood_nsncs_lsun_resize,REN,Beta,modelvit,do0,rew0,1,0.35327628243541437,0.1717967017615429,0.6403228797858216,0.39975108990500813,0.5344072637209195
ood_nsncs_isun,REN,Beta,modelvit,do0,rew0,1,0.3389852162412292,0.15508589571184034,0.6227877033096761,0.3883776975242198,0.5323461708949495
ood_nsncs_textures,REN,Beta,modelvit,do0,rew0,1,0.30566027574684673,0.19113134734494414,0.9870300133143431,0.35472841986673503,0.5204462487247502
ood_nsncs_places365,REN,Beta,modelvit,do0,rew0,1,0.39125934670943474,0.21266951571453976,0.6924616474428765,0.4373443818042306,0.5773218699892239
val,NNGuide,Sigmoid,modelvit,do0,rew0,1,0.020926689895507763,0.003084271942027604,0.5282349002853858,0.10141700922923522,0.2262529463909399
iid_test,NNGuide,Sigmoid,modelvit,do0,rew0,1,0.015408779330523925,0.0010294432386044286,0.24845690490484834,0.1046336974743329,0.23438097695574356
ood_sncs_c10,NNGuide,Sigmoid,modelvit,do0,rew0,1,0.23607260205466812,0.08250523486862978,0.4747154634578841,0.2868128867307706,0.3942954692979378
ood_nsncs_svhn,NNGuide,Sigmoid,modelvit,do0,rew0,1,0.3659280119295538,0.16811246018743642,0.6255464309317268,0.39301202406641705,0.46390381666125435
ood_nsncs_ti,NNGuide,Sigmoid,modelvit,do0,rew0,1,0.286123894870925,0.1103158261123352,0.5375751470910449,0.33686417954702746,0.45990298818001935
ood_nsncs_lsun_cropped,NNGuide,Sigmoid,modelvit,do0,rew0,1,0.3160946419160197,0.14160419652554612,0.5907383189385224,0.36683492659212213,0.4896374033113704
ood_nsncs_lsun_resize,NNGuide,Sigmoid,modelvit,do0,rew0,1,0.3126353958315927,0.1368576044761863,0.5749836950771322,0.36337568050769514,0.48634018363887294
ood_nsncs_isun,NNGuide,Sigmoid,modelvit,do0,rew0,1,0.31150334029287363,0.1278684311653401,0.569796601725133,0.3654002109728685,0.5007335412900243
ood_nsncs_textures,NNGuide,Sigmoid,modelvit,do0,rew0,1,0.12915554671724114,0.035244991327500606,0.35995077576290835,0.17309012145191513,0.2503457109931024
ood_nsncs_places365,NNGuide,Sigmoid,modelvit,do0,rew0,1,0.27454886774786835,0.10664395465663414,0.5449925111647529,0.3252891524239708,0.44385122752584893
val,NNGuide,Isotonic,modelvit,do0,rew0,1,0.023069991445795808,0.0040468889135717384,0.6666666666666667,0.09864844849594971,0.22650110486208233
iid_test,NNGuide,Isotonic,modelvit,do0,rew0,1,0.02086112342176797,0.0018837089425383913,0.37349397590361444,0.1027308327948672,0.23718849516869495
ood_sncs_c10,NNGuide,Isotonic,modelvit,do0,rew0,1,0.18400568572373638,0.07453289991586556,0.6123962401731449,0.23093880039824433,0.38587332150343884
ood_nsncs_svhn,NNGuide,Isotonic,modelvit,do0,rew0,1,0.34133357544218074,0.18236271026709885,0.6820308054157423,0.366477975409307,0.47964108700548197
ood_nsncs_ti,NNGuide,Isotonic,modelvit,do0,rew0,1,0.2663010997300905,0.11243374889680444,0.6384743682317688,0.3132591771275627,0.46336314802765644
ood_nsncs_lsun_cropped,NNGuide,Isotonic,modelvit,do0,rew0,1,0.32372608241802864,0.1525924715536776,0.6626467527468385,0.370666057828966,0.5016077050145684
ood_nsncs_lsun_resize,NNGuide,Isotonic,modelvit,do0,rew0,1,0.3180508673830762,0.147171338401114,0.6064134372058494,0.36496193895006535,0.49794665912533176
ood_nsncs_isun,NNGuide,Isotonic,modelvit,do0,rew0,1,0.3134384297339898,0.1339686574022801,0.6169971115410453,0.3632835955271584,0.5079521509151039
ood_nsncs_textures,NNGuide,Isotonic,modelvit,do0,rew0,1,0.05219119666832068,0.015388413542005487,0.5028461752335793,0.09134710659297765,0.21224940419472713
ood_nsncs_places365,NNGuide,Isotonic,modelvit,do0,rew0,1,0.2508844596917269,0.10810029701553073,0.6266439092954393,0.2978436049958272,0.44680204957603276
val,NNGuide,Beta,modelvit,do0,rew0,1,0.029216995767058596,0.004351327996175399,0.7436723502809695,0.10198734753463043,0.2271803324844729
iid_test,NNGuide,Beta,modelvit,do0,rew0,1,0.01576463210169618,0.0013422218906073591,0.4341797472234209,0.10491381884216727,0.23530485384212346
ood_sncs_c10,NNGuide,Beta,modelvit,do0,rew0,1,0.1937031858042958,0.06948575295135183,0.5243690089709654,0.2447484581664492,0.3774717185902403
ood_nsncs_svhn,NNGuide,Beta,modelvit,do0,rew0,1,0.33871442223281445,0.16366635599129004,0.6784337970304722,0.3659612298690787,0.4593278943295284
ood_nsncs_ti,NNGuide,Beta,modelvit,do0,rew0,1,0.268180196205707,0.10999141303454088,0.5918587161610867,0.3192254685678604,0.45930454121706243
ood_nsncs_lsun_cropped,NNGuide,Beta,modelvit,do0,rew0,1,0.3205882013223531,0.15463738212564834,0.6429698516545019,0.37150589029564857,0.5028643954943457
ood_nsncs_lsun_resize,NNGuide,Beta,modelvit,do0,rew0,1,0.31456919799261596,0.1482197611671045,0.6283977886972584,0.36554508271747344,0.49768286872456535
ood_nsncs_isun,NNGuide,Beta,modelvit,do0,rew0,1,0.31312644089615305,0.13802132749043855,0.6229010028506154,0.3672962049766358,0.5108626124507148
ood_nsncs_textures,NNGuide,Beta,modelvit,do0,rew0,1,0.0670728436876393,0.01227724534701938,0.36833894124465677,0.10986766521444569,0.19931153958198283
ood_nsncs_places365,NNGuide,Beta,modelvit,do0,rew0,1,0.253222027270961,0.1045651269072732,0.5924406657022809,0.30426729963311433,0.44132368213057427
val,fDBD,Sigmoid,modelvit,do0,rew0,1,0.03184191203106078,0.0050117630359170036,0.6714294422519387,0.09879766542428395,0.22369825300826576
iid_test,fDBD,Sigmoid,modelvit,do0,rew0,1,0.01580814049731128,0.0015514806903273808,0.2864477979280934,0.1006144604002733,0.23398879877613643
ood_sncs_c10,fDBD,Sigmoid,modelvit,do0,rew0,1,0.19587997845555657,0.06330648496599577,0.5361273921304752,0.24284901162704486,0.3746875713553279
ood_nsncs_svhn,fDBD,Sigmoid,modelvit,do0,rew0,1,0.3417230129355149,0.1585741652651554,0.6892002971821045,0.3667940166247774,0.4620614240856399
ood_nsncs_ti,fDBD,Sigmoid,modelvit,do0,rew0,1,0.2600337811217271,0.09987065961118248,0.5958733808977781,0.3070028142932154,0.44603097616074733
ood_nsncs_lsun_cropped,fDBD,Sigmoid,modelvit,do0,rew0,1,0.27841594815230664,0.11663926316104709,0.6289577845065609,0.325384981323795,0.4572933635295841
ood_nsncs_lsun_resize,fDBD,Sigmoid,modelvit,do0,rew0,1,0.29487689496988556,0.12350322553580008,0.6291123026057779,0.3418459281413738,0.47850989449117354
ood_nsncs_isun,fDBD,Sigmoid,modelvit,do0,rew0,1,0.3011002900969305,0.1212136801144471,0.6238481166081109,0.3509912972649089,0.49896236544014555
ood_nsncs_textures,fDBD,Sigmoid,modelvit,do0,rew0,1,0.07320836969214722,0.01148202826628094,0.33267528304507077,0.11367426831457632,0.1923306425635383
ood_nsncs_places365,fDBD,Sigmoid,modelvit,do0,rew0,1,0.24000477915518798,0.08978226251388875,0.5837027043600197,0.2869738123266763,0.4238336617743776
val,fDBD,Isotonic,modelvit,do0,rew0,1,0.020076287208501086,0.002860832589517304,0.28869047619047616,0.09412211622991765,0.22175629929745166
iid_test,fDBD,Isotonic,modelvit,do0,rew0,1,0.021761404064652937,0.0027669467938942747,0.4459218753717351,0.09903920985428219,0.23751168143085113
ood_sncs_c10,fDBD,Isotonic,modelvit,do0,rew0,1,0.1647844141980188,0.0605611677003753,0.5557752482222349,0.20731079181733197,0.37279867574585546
ood_nsncs_svhn,fDBD,Isotonic,modelvit,do0,rew0,1,0.32400490778167007,0.16835657957257735,0.6005023714695188,0.34681501440892837,0.47355808074940664
ood_nsncs_ti,fDBD,Isotonic,modelvit,do0,rew0,1,0.2451755060978043,0.09891847144458475,0.5626938326752735,0.28768537879030376,0.44713017970454905
ood_nsncs_lsun_cropped,fDBD,Isotonic,modelvit,do0,rew0,1,0.27446838238559207,0.12050367546438522,0.5693751480263205,0.31701256211605405,0.462282689910433
ood_nsncs_lsun_resize,fDBD,Isotonic,modelvit,do0,rew0,1,0.29211711421533587,0.12510286594424055,0.5689441152089203,0.33465823068875306,0.48234117835650486
ood_nsncs_isun,fDBD,Isotonic,modelvit,do0,rew0,1,0.2965961574984789,0.11886008571067261,0.5593166094421108,0.3417461331081041,0.49822060093898995
ood_nsncs_textures,fDBD,Isotonic,modelvit,do0,rew0,1,0.03987667456523616,0.011161745415538863,0.535681854613937,0.07592727483861196,0.19378113314165896
ood_nsncs_places365,fDBD,Isotonic,modelvit,do0,rew0,1,0.22196214158589928,0.08914166088941326,0.5637600465000192,0.2645288621733282,0.4249336642389392
val,fDBD,Beta,modelvit,do0,rew0,1,0.030119899894942914,0.003973301203051937,0.39024313333232663,0.099844219149861,0.2235453261697354
iid_test,fDBD,Beta,modelvit,do0,rew0,1,0.018188332818767097,0.0020891940653712695,0.40042971302105923,0.10218529917459224,0.23502609773015198
ood_sncs_c10,fDBD,Beta,modelvit,do0,rew0,1,0.17608497481832913,0.06522843804842415,0.5558205859926895,0.22420252841624247,0.3769509804048743
ood_nsncs_svhn,fDBD,Beta,modelvit,do0,rew0,1,0.33793355137013265,0.170975722135833,0.6971414018281915,0.36361760919110275,0.475503969947271
ood_nsncs_ti,fDBD,Beta,modelvit,do0,rew0,1,0.25415019560545465,0.10711448346285565,0.6084899861849141,0.302267749203368,0.4537398704420547
ood_nsncs_lsun_cropped,fDBD,Beta,modelvit,do0,rew0,1,0.28099198941700904,0.12810258100891644,0.6329292416452065,0.32910954301492246,0.4694867538966715
ood_nsncs_lsun_resize,fDBD,Beta,modelvit,do0,rew0,1,0.29818139568279906,0.13399957937075035,0.6299021307942032,0.34629894928071236,0.4896672452600903
ood_nsncs_isun,fDBD,Beta,modelvit,do0,rew0,1,0.3040658678898538,0.13103497954975288,0.6287716527652976,0.35514668936311566,0.5085005218970068
ood_nsncs_textures,fDBD,Beta,modelvit,do0,rew0,1,0.04641054417908893,0.008424643859992908,0.3969550821731676,0.08567078778993845,0.18421865333976692
ood_nsncs_places365,fDBD,Beta,modelvit,do0,rew0,1,0.23062121317909842,0.09540644866709015,0.5957612807351975,0.2787387667770117,0.43060338680945054
val,Maha,Sigmoid,modelvit,do0,rew0,1,0.015647673247996485,0.0017491976301885447,0.7789865947279836,0.10372329923960724,0.23004497730313123
iid_test,Maha,Sigmoid,modelvit,do0,rew0,1,0.01716848021997764,0.003416945594948412,0.7046566137979364,0.11153900496756525,0.24496676319576877
ood_sncs_c10,Maha,Sigmoid,modelvit,do0,rew0,1,0.21051631240424598,0.07055652724973058,0.48777991220586764,0.26621322774691675,0.38679162127582284
ood_nsncs_svhn,Maha,Sigmoid,modelvit,do0,rew0,1,0.5075741399613656,0.328508051318988,0.7652055673202469,0.5373038890268473,0.625783139972391
ood_nsncs_ti,Maha,Sigmoid,modelvit,do0,rew0,1,0.1889610802126564,0.057094377743368965,0.4763511441478179,0.2446579955553272,0.36363450075455805
ood_nsncs_lsun_cropped,Maha,Sigmoid,modelvit,do0,rew0,1,0.4016647870833211,0.21605255447674507,0.6822242662116847,0.4569767270942863,0.6026364493080105
ood_nsncs_lsun_resize,Maha,Sigmoid,modelvit,do0,rew0,1,0.25457472939490355,0.10343686841652182,0.538511261456655,0.31027164473757435,0.42563722736248577
ood_nsncs_isun,Maha,Sigmoid,modelvit,do0,rew0,1,0.24678915450849684,0.09433115115571283,0.5283715454298966,0.3059510110544877,0.4304436701265845
ood_nsncs_textures,Maha,Sigmoid,modelvit,do0,rew0,1,0.040487211548380975,0.004602105573858,0.3143065291817628,0.05482926144735399,0.11911182925590102
ood_nsncs_places365,Maha,Sigmoid,modelvit,do0,rew0,1,0.08838193472445956,0.018598476164697883,0.4042704061307853,0.13985248279424417,0.24690741649907788
val,Maha,Isotonic,modelvit,do0,rew0,1,0.02107934179435515,0.0039143316458712775,1.0,0.10493933336595279,0.2344205531640114
iid_test,Maha,Isotonic,modelvit,do0,rew0,1,0.02284794122084107,0.0035399238995202963,0.6460227272727272,0.11172636595205668,0.24560963535261243
ood_sncs_c10,Maha,Isotonic,modelvit,do0,rew0,1,0.20096321667971914,0.06873522980478801,0.5249907080618291,0.25751387974530904,0.38530431715512736
ood_nsncs_svhn,Maha,Isotonic,modelvit,do0,rew0,1,0.4946956156782333,0.3085289260512956,0.7526635374841159,0.5248810758977611,0.6094011275259723
ood_nsncs_ti,Maha,Isotonic,modelvit,do0,rew0,1,0.18108394009703913,0.056880748580900066,0.5026631196912152,0.23763460316262897,0.36395216397528146
ood_nsncs_lsun_cropped,Maha,Isotonic,modelvit,do0,rew0,1,0.3941349752228346,0.19692991717836156,0.6808563424761974,0.44942350581862717,0.5920876688116816
ood_nsncs_lsun_resize,Maha,Isotonic,modelvit,do0,rew0,1,0.2547746586600566,0.10547118610649096,0.5583020156903773,0.3113253217256465,0.4283196858808658
ood_nsncs_isun,Maha,Isotonic,modelvit,do0,rew0,1,0.24627089758576318,0.09481698667646811,0.5463850477009801,0.3062801309288646,0.4319524771064629
ood_nsncs_textures,Maha,Isotonic,modelvit,do0,rew0,1,0.05660762615706648,0.006645125333409045,0.5642273276452897,0.07151847121038737,0.1280903150246437
ood_nsncs_places365,Maha,Isotonic,modelvit,do0,rew0,1,0.08393455783420868,0.01851021491584654,0.4920354039180894,0.14011399705682775,0.2469403063895453
val,Maha,Beta,modelvit,do0,rew0,1,0.014966385763197303,0.002725070106872753,0.743107205232205,0.10673325267568615,0.2305527507305963
iid_test,Maha,Beta,modelvit,do0,rew0,1,0.010881711703501277,0.002093277523265613,0.6473148789188294,0.11332137564292658,0.24234627395392794
ood_sncs_c10,Maha,Beta,modelvit,do0,rew0,1,0.23782500093902942,0.08821440053376586,0.5327840728023684,0.2946372919112942,0.40844895072633736
ood_nsncs_svhn,Maha,Beta,modelvit,do0,rew0,1,0.519032385444679,0.33720848221729727,0.7529024465549187,0.5493574967017215,0.6319709315879698
ood_nsncs_ti,Maha,Beta,modelvit,do0,rew0,1,0.2174515024366272,0.07476543108309479,0.5172930744757076,0.274263793408892,0.3866777580713067
ood_nsncs_lsun_cropped,Maha,Beta,modelvit,do0,rew0,1,0.40209855958117696,0.2176501170885065,0.6620757112969065,0.4589108505534417,0.5997212498147848
ood_nsncs_lsun_resize,Maha,Beta,modelvit,do0,rew0,1,0.2797600508869594,0.12385027549418011,0.571413446519173,0.3365723418592242,0.448476739688464
ood_nsncs_isun,Maha,Beta,modelvit,do0,rew0,1,0.2690300678350712,0.11199950830057606,0.5598259202452271,0.3293766882515018,0.44977358264062883
ood_nsncs_textures,Maha,Beta,modelvit,do0,rew0,1,0.07517983615901919,0.009071234599377935,0.2547525515559782,0.09068487683081536,0.1366879950534819
ood_nsncs_places365,Maha,Beta,modelvit,do0,rew0,1,0.12156605464659646,0.02973420077864835,0.4377566513489185,0.1742407841670035,0.26853815321602725
val,pNML,Sigmoid,modelvit,do0,rew0,1,0.01776790129122849,0.002085892688056454,0.6779656064780515,0.11097440346091983,0.23763757769918356
iid_test,pNML,Sigmoid,modelvit,do0,rew0,1,0.016141782655908564,0.0026847079515602656,0.8836324280298061,0.11806966870530312,0.24788175582594704
ood_sncs_c10,pNML,Sigmoid,modelvit,do0,rew0,1,0.26439769593349327,0.11060245348926283,0.5507949350401867,0.3237809356333041,0.440493233382432
ood_nsncs_svhn,pNML,Sigmoid,modelvit,do0,rew0,1,0.5059926339776388,0.3156546431750525,0.7362637411739348,0.5376900594355369,0.62492989896105
ood_nsncs_ti,pNML,Sigmoid,modelvit,do0,rew0,1,0.2009740428580765,0.06834870464329153,0.5179386858439013,0.2603572825578873,0.38610503129060275
ood_nsncs_lsun_cropped,pNML,Sigmoid,modelvit,do0,rew0,1,0.4326973219846206,0.22340018254808622,0.6486034514666397,0.49195909789856257,0.6408003172562512
ood_nsncs_lsun_resize,pNML,Sigmoid,modelvit,do0,rew0,1,0.2893758739790327,0.13312392402744055,0.5909926905126237,0.3487591136788435,0.48250417606647267
ood_nsncs_isun,pNML,Sigmoid,modelvit,do0,rew0,1,0.2707441427001839,0.11489885430841348,0.5585481758947664,0.3338216524930508,0.47224043161384766
ood_nsncs_textures,pNML,Sigmoid,modelvit,do0,rew0,1,0.04608278377116323,0.005275719409718852,0.3106568381330682,0.06140790514007474,0.12160497619643683
ood_nsncs_places365,pNML,Sigmoid,modelvit,do0,rew0,1,0.11275809451617491,0.030072186487590538,0.4310883504392019,0.16522472925419537,0.26901799510872915
val,pNML,Isotonic,modelvit,do0,rew0,1,0.016480955507704575,0.003379090687995633,0.6666666666666667,0.10949541602897267,0.23742362371606027
iid_test,pNML,Isotonic,modelvit,do0,rew0,1,0.01913011464873794,0.0023116057860413184,0.9177037682581433,0.11752148723742009,0.2472899496186211
ood_sncs_c10,pNML,Isotonic,modelvit,do0,rew0,1,0.2789658140719383,0.12983373549490707,0.5899168126731699,0.33844603903272275,0.462111495823717
ood_nsncs_svhn,pNML,Isotonic,modelvit,do0,rew0,1,0.5037011806218863,0.3069897543885072,0.7428319311003762,0.5352995961507067,0.6186876737588505
ood_nsncs_ti,pNML,Isotonic,modelvit,do0,rew0,1,0.2018314588274071,0.08312278659226903,0.5672437420610951,0.2614664273765091,0.4051131558036917
ood_nsncs_lsun_cropped,pNML,Isotonic,modelvit,do0,rew0,1,0.4266480973882659,0.22314215987773106,0.6263329074541937,0.4851670331341134,0.6324452014742828
ood_nsncs_lsun_resize,pNML,Isotonic,modelvit,do0,rew0,1,0.2880013987880984,0.1343535097406099,0.5714492579337855,0.3471996765686797,0.4849539201412635
ood_nsncs_isun,pNML,Isotonic,modelvit,do0,rew0,1,0.27061253697885906,0.11799665617147684,0.5621718331846257,0.3333686830513976,0.4758422668224733
ood_nsncs_textures,pNML,Isotonic,modelvit,do0,rew0,1,0.03559563064121,0.005880734148570488,0.4254514289541187,0.0497855694949141,0.12423744689309262
ood_nsncs_places365,pNML,Isotonic,modelvit,do0,rew0,1,0.09510801142487176,0.039740608311499226,0.5124238851569756,0.15273122303237657,0.2872450056908587
val,pNML,Beta,modelvit,do0,rew0,1,0.017834301242279166,0.002353420539733893,0.6919405661237431,0.11207791072225504,0.23676836418555247
iid_test,pNML,Beta,modelvit,do0,rew0,1,0.013387522889571799,0.0018728287571489778,0.723379570598879,0.1190833633230094,0.2464159075470171
ood_sncs_c10,pNML,Beta,modelvit,do0,rew0,1,0.2808173105259509,0.1293414387711398,0.5850752019327036,0.3406009238693319,0.4610195229844914
ood_nsncs_svhn,pNML,Beta,modelvit,do0,rew0,1,0.521933222674623,0.3338077815165489,0.7322229878489948,0.5538169154629207,0.639217224383167
ood_nsncs_ti,pNML,Beta,modelvit,do0,rew0,1,0.20542565303879173,0.08090581632737523,0.5499678677512145,0.2652092663821727,0.4017555153011346
ood_nsncs_lsun_cropped,pNML,Beta,modelvit,do0,rew0,1,0.43265279413680235,0.22822754059816455,0.6285845146653581,0.491980246519121,0.638635954811377
ood_nsncs_lsun_resize,pNML,Beta,modelvit,do0,rew0,1,0.29719132988039465,0.14471791231666373,0.5956586924650933,0.35697494322377565,0.49472378301571157
ood_nsncs_isun,pNML,Beta,modelvit,do0,rew0,1,0.2780562012089298,0.1259894782815206,0.5761238023149227,0.3415589921397094,0.4838462760849367
ood_nsncs_textures,pNML,Beta,modelvit,do0,rew0,1,0.036322474277370426,0.004399871119120111,0.26310735445173583,0.05216784736940211,0.11764880212034756
ood_nsncs_places365,pNML,Beta,modelvit,do0,rew0,1,0.10659645317658535,0.03672764722390017,0.4788904031049214,0.1588587622109094,0.2811300144321324
val,ViM,Sigmoid,modelvit,do0,rew0,1,0.024543229576498786,0.0040338881656129455,0.33677811862074014,0.10185883361518054,0.22755207782573345
iid_test,ViM,Sigmoid,modelvit,do0,rew0,1,0.016379788349304415,0.0019602033402900654,0.5424543052088542,0.10654676554812878,0.23968890514198157
ood_sncs_c10,ViM,Sigmoid,modelvit,do0,rew0,1,0.20043446771100742,0.06474647531400783,0.48150737823357304,0.2522348783945236,0.37328254285584717
ood_nsncs_svhn,ViM,Sigmoid,modelvit,do0,rew0,1,0.41514181540779904,0.22600566240238143,0.6900466084487011,0.4427916987464963,0.523977727020559
ood_nsncs_ti,ViM,Sigmoid,modelvit,do0,rew0,1,0.18112354155506988,0.05488242263659295,0.4615329948654711,0.232923952238586,0.35252317367700287
ood_nsncs_lsun_cropped,ViM,Sigmoid,modelvit,do0,rew0,1,0.3424920279939774,0.1707506727342056,0.6469176021746289,0.3942924386774935,0.5299494014955097
ood_nsncs_lsun_resize,ViM,Sigmoid,modelvit,do0,rew0,1,0.23685281100718916,0.08990031718171321,0.5145672961291801,0.28865322169070523,0.4069146943868351
ood_nsncs_isun,ViM,Sigmoid,modelvit,do0,rew0,1,0.23675936848826667,0.08492344383287616,0.5102089407509702,0.29178231631047613,0.42136862477896625
ood_nsncs_textures,ViM,Sigmoid,modelvit,do0,rew0,1,0.04074122111132251,0.004330876938845166,0.3325053227988313,0.05381570478772128,0.11327121601208094
ood_nsncs_places365,ViM,Sigmoid,modelvit,do0,rew0,1,0.10405750656284288,0.02446584475949393,0.3896369905954289,0.15012277818555014,0.25697326552135064
val,ViM,Isotonic,modelvit,do0,rew0,1,0.02438340220405824,0.0054096420953108236,0.7777777777777778,0.09987549646755786,0.22925329242938508
iid_test,ViM,Isotonic,modelvit,do0,rew0,1,0.025764561215820107,0.002548260772012932,0.5725974161029704,0.10526601398022892,0.2415927445735644
ood_sncs_c10,ViM,Isotonic,modelvit,do0,rew0,1,0.1882944932891929,0.06199843167406256,0.5176946985747269,0.2396028490443512,0.37212892589552515
ood_nsncs_svhn,ViM,Isotonic,modelvit,do0,rew0,1,0.4217517197882045,0.2308745683922737,0.605593099140113,0.44913895536810194,0.5300082071537169
ood_nsncs_ti,ViM,Isotonic,modelvit,do0,rew0,1,0.16681347385672468,0.05337208402830344,0.5104964208974133,0.21812182961188303,0.3525051998815028
ood_nsncs_lsun_cropped,ViM,Isotonic,modelvit,do0,rew0,1,0.33532657516022873,0.15545196460635935,0.6052535051270818,0.38632502791197865,0.519199028771108
ood_nsncs_lsun_resize,ViM,Isotonic,modelvit,do0,rew0,1,0.23460175810892217,0.09059018726169746,0.5515836999786659,0.2859101138640805,0.41022803590323986
ood_nsncs_isun,ViM,Isotonic,modelvit,do0,rew0,1,0.2342181674362087,0.08453529770400046,0.54085206528873,0.28871844925831125,0.4238746927366484
ood_nsncs_textures,ViM,Isotonic,modelvit,do0,rew0,1,0.02743714745992694,0.004756445398770866,0.5704562524034186,0.040255463776947734,0.11481817669080611
ood_nsncs_places365,ViM,Isotonic,modelvit,do0,rew0,1,0.0759766281177613,0.02233484440057399,0.45111115447293404,0.12728498387291964,0.2546318250508446
val,ViM,Beta,modelvit,do0,rew0,1,0.02597149917651282,0.0034818342528152913,0.4323291366821541,0.10354270623276438,0.22709744879109164
iid_test,ViM,Beta,modelvit,do0,rew0,1,0.01171626564033043,0.0016828137869725067,0.6205494506297327,0.1084709160657747,0.23888408740824832
ood_sncs_c10,ViM,Beta,modelvit,do0,rew0,1,0.1984354864829662,0.07141468242446558,0.5034886336924362,0.2514719430653721,0.3817270686865362
ood_nsncs_svhn,ViM,Beta,modelvit,do0,rew0,1,0.43695367312649636,0.2510981764520424,0.6933942327376587,0.4652633297019225,0.5472088898713358
ood_nsncs_ti,ViM,Beta,modelvit,do0,rew0,1,0.1757118642730549,0.060759630414354206,0.4967089156634735,0.22874832085546074,0.36053458345188744
ood_nsncs_lsun_cropped,ViM,Beta,modelvit,do0,rew0,1,0.35112121630452225,0.1807160657604791,0.6421262025589533,0.40390078135439533,0.5385488837455792
ood_nsncs_lsun_resize,ViM,Beta,modelvit,do0,rew0,1,0.24556573401355106,0.10170921868390681,0.5478581444394783,0.29860219059595694,0.4209880327420509
ood_nsncs_isun,ViM,Beta,modelvit,do0,rew0,1,0.24340882180502912,0.09560095783823552,0.5325633206802728,0.29974471073206516,0.43258813657820055
ood_nsncs_textures,ViM,Beta,modelvit,do0,rew0,1,0.028675688638856757,0.003345703550150595,0.3106600903284795,0.042133558037786435,0.10818406516221095
ood_nsncs_places365,ViM,Beta,modelvit,do0,rew0,1,0.08791228612475965,0.026507364530306797,0.4513175245337985,0.13438176107593994,0.26092369125199744
val,Residual,Sigmoid,modelvit,do0,rew0,1,0.022329393261970344,0.0037013854039580868,0.8110727389602717,0.1140374014928557,0.24170913538010158
iid_test,Residual,Sigmoid,modelvit,do0,rew0,1,0.02077260031331528,0.002792459736410115,0.9086431961099476,0.11890049932835488,0.2499322910993672
ood_sncs_c10,Residual,Sigmoid,modelvit,do0,rew0,1,0.31418178643246925,0.14769311429157367,0.5901654173087678,0.3735020412967441,0.4945285884645692
ood_nsncs_svhn,Residual,Sigmoid,modelvit,do0,rew0,1,0.5790389832077071,0.4051314164101294,0.7891144827509964,0.6107122282411872,0.6977869389244624
ood_nsncs_ti,Residual,Sigmoid,modelvit,do0,rew0,1,0.22130848972649877,0.08242832083604529,0.523366589594865,0.28064642909749565,0.38746446433419685
ood_nsncs_lsun_cropped,Residual,Sigmoid,modelvit,do0,rew0,1,0.4236386042234037,0.2137991951733461,0.6123093711060987,0.4829229740085652,0.629124764885732
ood_nsncs_lsun_resize,Residual,Sigmoid,modelvit,do0,rew0,1,0.27556338682549064,0.12657003164485672,0.5879662986360834,0.33490132619648755,0.444926463325536
ood_nsncs_isun,Residual,Sigmoid,modelvit,do0,rew0,1,0.26029879711683546,0.11342887494497376,0.5709394580098092,0.3233281881449768,0.43926643116014996
ood_nsncs_textures,Residual,Sigmoid,modelvit,do0,rew0,1,0.058913473991567704,0.006930733055881589,0.3192074455681957,0.07126650604553934,0.12092221322597911
ood_nsncs_places365,Residual,Sigmoid,modelvit,do0,rew0,1,0.12145253716586546,0.030432634133063952,0.41343045858209576,0.16266307744791098,0.24590658358637954
