dataset,method,calibration,model,architecture,drop_out,reward,run,ece_l1,ece_l2,mce,ece_l1_bound,ece_l2_bound,k1,bar_p_ood,k2,bar_p2_ood,alpha
val,CTM,Isotonic,modelvit,ViT,do0,rew0,0,0.00601742824959224,0.0030076229669435206,0.9134497981440541,0.010641616688908336,0.08019603710321527,0.005616414971747474,0.5081365866878336,0.0021607030371797067,0.42923083602523693,0.010101010101010102
iid_test,CTM,Isotonic,modelvit,ViT,do0,rew0,0,0.011257237697576323,0.0022690444988494114,0.7674552949783449,0.018581415286554534,0.11284029628654,0.009473010519499003,0.761543128900231,0.004390297533591291,0.6932317139738262,0.012259588347767405
ood_sncs_c100,CTM,Isotonic,modelvit,ViT,do0,rew0,0,0.10374095717001681,0.02673100422804843,0.7250895288562416,0.11164650863306996,0.30420574042428494,0.009473010519499003,0.2024889658058459,0.004390297533591291,0.17091603988202284,1.1247328759419637
ood_nsncs_svhn,CTM,Isotonic,modelvit,ViT,do0,rew0,0,0.1719511035840983,0.06997087587466999,0.7448473389897755,0.17677454581580035,0.3759815238029218,0.009473010519499003,0.23391490961110672,0.004390297533591291,0.18814361942567293,2.92790462265212
ood_nsncs_ti,CTM,Isotonic,modelvit,ViT,do0,rew0,0,0.12676230418691697,0.03269122481199788,0.7284300516696756,0.13474016919454151,0.3390164169195837,0.009473010519499003,0.2461151999725218,0.004390297533591291,0.21321487502351383,1.1247328759419637
ood_nsncs_lsun_cropped,CTM,Isotonic,modelvit,ViT,do0,rew0,0,0.08840849232708115,0.025667760116954933,0.7146733985511022,0.09662122280992626,0.2687361683251706,0.009473010519499003,0.17410469835734513,0.004390297533591291,0.13252574148145296,1.1247328759419637
ood_nsncs_lsun_resize,CTM,Isotonic,modelvit,ViT,do0,rew0,0,0.16326073756693318,0.05261627127928536,0.7324893933235859,0.1717076668627828,0.3682045830286427,0.009473010519499003,0.31595049981759643,0.004390297533591291,0.25221059159004766,1.1247328759419637
ood_nsncs_isun,CTM,Isotonic,modelvit,ViT,do0,rew0,0,0.15830790571730308,0.050319467458862205,0.7255374243309182,0.16707227274156725,0.36497748363789223,0.009473010519499003,0.3240711568218371,0.004390297533591291,0.2615360933401652,1.0038240917782026
ood_nsncs_textures,CTM,Isotonic,modelvit,ViT,do0,rew0,0,0.00360274292547294,0.0004301086302718229,0.7120269070629709,0.008674496718207357,0.06630283773748305,0.009473010519499003,0.0074157048374832385,0.004390297533591291,0.004405160269240559,0.6343493420312676
ood_nsncs_places365,CTM,Isotonic,modelvit,ViT,do0,rew0,0,0.05601900076784921,0.010729503648997735,0.720768921884228,0.06384723057183725,0.22478979552457978,0.009473010519499003,0.1121913496203712,0.004390297533591291,0.0915536636609759,1.1247328759419637
val,CTM,Beta,modelvit,ViT,do0,rew0,0,0.005534570265040686,0.001259818081684064,0.6939993510690374,0.014387996407955943,0.08063233288138927,0.0071959043808283996,0.7264051070935829,0.00013555520111575405,0.6367373456790573,0.010101010101010102
iid_test,CTM,Beta,modelvit,ViT,do0,rew0,0,0.003935782424451684,0.0006869815423470667,0.9320327420334097,0.01921493721973945,0.10530810696820053,0.008423117339473762,0.8994908138751728,0.0008575049046481653,0.8457256920349253,0.012259588347767405
ood_sncs_c100,CTM,Beta,modelvit,ViT,do0,rew0,0,0.1878110520767673,0.08353445381969839,0.8187456798801772,0.19573968859841895,0.3919984200500164,0.008423117339473762,0.36228285210474714,0.0008575049046481653,0.2895219148021179,1.1247328759419637
ood_nsncs_svhn,CTM,Beta,modelvit,ViT,do0,rew0,0,0.3151232156321449,0.18148937733656464,0.897964736382175,0.31941207605451755,0.5086404320853564,0.008423117339473762,0.4256276120077848,0.0008575049046481653,0.34678407276994855,2.92790462265212
ood_nsncs_ti,CTM,Beta,modelvit,ViT,do0,rew0,0,0.21745981452303326,0.09561412476916754,0.8259316500615307,0.22538845104468494,0.4248244763470947,0.008423117339473762,0.4182923292419882,0.0008575049046481653,0.3401744936169164,1.1247328759419637
ood_nsncs_lsun_cropped,CTM,Beta,modelvit,ViT,do0,rew0,0,0.21863790923906182,0.11441537190408847,0.837308089706464,0.2265665457607135,0.40578726677954324,0.008423117339473762,0.42051786797003776,0.0008575049046481653,0.310303043527964,1.1247328759419637
ood_nsncs_lsun_resize,CTM,Beta,modelvit,ViT,do0,rew0,0,0.31272006509232975,0.1681582605133708,0.8679734215558665,0.3206487016139814,0.5066561738043459,0.008423117339473762,0.5982484685924462,0.0008575049046481653,0.4841704662368412,1.1247328759419637
ood_nsncs_isun,CTM,Beta,modelvit,ViT,do0,rew0,0,0.2932689663695188,0.15360972122274205,0.8647902884350782,0.3016760090575814,0.49261042292065954,0.008423117339473762,0.5938117469024772,0.0008575049046481653,0.4835513811160066,1.0038240917782026
ood_nsncs_textures,CTM,Beta,modelvit,ViT,do0,rew0,0,0.022102939458920244,0.00719970252355505,0.6822176261505537,0.026340589063339647,0.10600483591810886,0.008423117339473762,0.054586021881937445,0.0008575049046481653,0.027599492486971113,0.6343493420312676
ood_nsncs_places365,CTM,Beta,modelvit,ViT,do0,rew0,0,0.13372365191109553,0.05906392003688337,0.7937135650412411,0.1416522884327472,0.31597567230780543,0.008423117339473762,0.2601063444517766,0.0008575049046481653,0.18784651800313462,1.1247328759419637
val,CTM_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.0056501118772553215,0.0011862031566706557,0.551012788638468,0.015048905349255782,0.08273249196079278,0.007720046702730854,0.7406059113552237,0.0005333556177616889,0.6316643164458571,0.010101010101010102
iid_test,CTM_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.005043666598752336,0.0008450470286162846,0.9353280622347164,0.019979303218516126,0.10758643374542236,0.009486380827180896,0.8758744681851358,0.0018176313262029868,0.8074587744335106,0.012259588347767405
ood_sncs_c100,CTM_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.29692129066873646,0.15570838229922743,0.8388546666351189,0.305850771578637,0.4752523325654008,0.009486380827180896,0.5693483513957566,0.0018176313262029868,0.4250650991469596,1.1247328759419637
ood_nsncs_svhn,CTM_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.045786750266749145,0.012481022550358736,0.6789937306397787,0.050617000356057915,0.14140055935178744,0.009486380827180896,0.06466480068762082,0.0018176313262029868,0.026202136956569876,2.92790462265212
ood_nsncs_ti,CTM_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.24248700380503047,0.10666059023136272,0.8048928979997063,0.25141648471493105,0.4240581424578107,0.009486380827180896,0.4665165400815297,0.0018176313262029868,0.3380919336797198,1.1247328759419637
ood_nsncs_lsun_cropped,CTM_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.11189423336950129,0.042559846791817804,0.7347247494129807,0.12082371427940165,0.2584337798537524,0.009486380827180896,0.21981373745177116,0.0018176313262029868,0.12455318986751115,1.1247328759419637
ood_nsncs_lsun_resize,CTM_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.19913617436333292,0.08783512531908215,0.7983183106244776,0.20806565527323345,0.36949854895305656,0.009486380827180896,0.38462248818321876,0.0018176313262029868,0.25630121354016544,1.1247328759419637
ood_nsncs_isun,CTM_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.19968889081779925,0.09009134206184426,0.8005717384412266,0.20915716786477562,0.3727403669345685,0.009486380827180896,0.40806730428508425,0.0018176313262029868,0.27553077762619693,1.0038240917782026
ood_nsncs_textures,CTM_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.03394985288751601,0.006184857080061738,0.49792307306960726,0.03941894404619924,0.10319440424980596,0.009486380827180896,0.086605188652634,0.0018176313262029868,0.02457115159728745,0.6343493420312676
ood_nsncs_places365,CTM_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.1335507459067356,0.04644729329283845,0.734976736370417,0.14248022681663614,0.2836133632018738,0.009486380827180896,0.26072505528586076,0.0018176313262029868,0.15033661129888634,1.1247328759419637
val,CTM_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.0033317285603422036,0.0002947583534628182,0.2710889311920004,0.011988883119618241,0.0781266898203225,0.005954227644361709,0.6094197751700149,0.0003652666783926228,0.5742165650672187,0.010101010101010102
iid_test,CTM_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.008436512238093831,0.0026566412873587565,0.8676273642918049,0.019276712852845754,0.11523151567294607,0.00893563979900236,0.8627857084649708,0.003450166121050059,0.8149476408835199,0.012259588347767405
ood_sncs_c100,CTM_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.2416846690507654,0.15107146061781646,0.8746554295403316,0.24932264199695797,0.46648540758194934,0.00893563979900236,0.46305072565116034,0.003450166121050059,0.4080169306000722,1.1247328759419637
ood_nsncs_svhn,CTM_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.015765753806889084,0.00712567802644598,0.8452416525984449,0.01931104407517409,0.1236133499471991,0.00893563979900236,0.022854671895527607,0.003450166121050059,0.019320724606510856,2.92790462265212
ood_nsncs_ti,CTM_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.18247787960705705,0.09551184816310648,0.8720318242417588,0.18982364509707808,0.4086015905110203,0.00893563979900236,0.3506511706075972,0.003450166121050059,0.3123276385297592,1.1247328759419637
ood_nsncs_lsun_cropped,CTM_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.06088464756391863,0.030883642768581625,0.8591176000926684,0.06775744959972511,0.23667503862122463,0.00893563979900236,0.12005592069354773,0.003450166121050059,0.10275053341827561,1.1247328759419637
ood_nsncs_lsun_resize,CTM_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.13574276371544441,0.07626491840335799,0.8708881861050775,0.14305615204456537,0.3511326875716375,0.00893563979900236,0.26230269948209545,0.003450166121050059,0.22984746304554274,1.1247328759419637
ood_nsncs_isun,CTM_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.13816693394714755,0.07718901401464869,0.8696968767334272,0.14582369077398197,0.35369187972691474,0.00893563979900236,0.2821902634595331,0.003450166121050059,0.246282305335462,1.0038240917782026
ood_nsncs_textures,CTM_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.006409329586561195,0.0013090410955309913,0.7154646216708793,0.010963753209776321,0.0785962257093371,0.00893563979900236,0.014160908588356334,0.003450166121050059,0.010476575970519797,0.6343493420312676
ood_nsncs_places365,CTM_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.07165147930401529,0.03216629780887136,0.8583397546325303,0.07860996273536244,0.2588207756727548,0.00893563979900236,0.1405574032580802,0.003450166121050059,0.12347985443575633,1.1247328759419637
val,CTM_mean,Beta,modelvit,ViT,do0,rew0,0,0.0032673010776190638,0.0009541811439306766,0.6641626479677425,0.01447469859936679,0.08221361792084661,0.007232273133414457,0.7314748197286477,0.00025809267497109455,0.6503567223413568,0.010101010101010102
iid_test,CTM_mean,Beta,modelvit,ViT,do0,rew0,0,0.005428840223332727,0.0012279902587780682,0.9396735436091878,0.019823820538236815,0.10907281045633052,0.0091251531482055,0.8925013596645525,0.0017379286774968153,0.8405502564766905,0.012259588347767405
ood_sncs_c100,CTM_mean,Beta,modelvit,ViT,do0,rew0,0,0.28938399807015003,0.16796139490605655,0.877455761250721,0.2979734572454922,0.49674901940998273,0.0091251531482055,0.5547884844183898,0.0017379286774968153,0.46460834584161437,1.1247328759419637
ood_nsncs_svhn,CTM_mean,Beta,modelvit,ViT,do0,rew0,0,0.02306165894915574,0.011525623438234305,0.7404638360969628,0.027660888626715344,0.13871973788189523,0.0091251531482055,0.033991605595808425,0.0017379286774968153,0.025221924980866946,2.92790462265212
ood_nsncs_ti,CTM_mean,Beta,modelvit,ViT,do0,rew0,0,0.22338884045212676,0.11180481350713822,0.8416119403547269,0.23197829962746896,0.43671857923032553,0.0091251531482055,0.4301170321621821,0.0017379286774968153,0.35874984877810046,1.1247328759419637
ood_nsncs_lsun_cropped,CTM_mean,Beta,modelvit,ViT,do0,rew0,0,0.08411062736754218,0.04279457034895027,0.7768178101144683,0.09270008654288436,0.26246148067504804,0.0091251531482055,0.16700655982409335,0.0017379286774968153,0.12858740469096527,1.1247328759419637
ood_nsncs_lsun_resize,CTM_mean,Beta,modelvit,ViT,do0,rew0,0,0.17375004992608362,0.09108260168978703,0.8274853694747865,0.1823395091014258,0.3800464655279547,0.0091251531482055,0.33634439297943397,0.0017379286774968153,0.27130756299342307,1.1247328759419637
ood_nsncs_isun,CTM_mean,Beta,modelvit,ViT,do0,rew0,0,0.1768666614290262,0.09298504473170613,0.8298463920506044,0.18597440016282668,0.38405008642598665,0.0091251531482055,0.36214993576024923,0.0017379286774968153,0.292695746079809,1.0038240917782026
ood_nsncs_textures,CTM_mean,Beta,modelvit,ViT,do0,rew0,0,0.014563554441075165,0.004358310477229091,0.6021688238267067,0.018677607691773682,0.09358504581548735,0.0091251531482055,0.033736273178806425,0.0017379286774968153,0.019824984169741888,0.6343493420312676
ood_nsncs_places365,CTM_mean,Beta,modelvit,ViT,do0,rew0,0,0.09723033637701754,0.04445187631866534,0.7763740551605599,0.10581979555235976,0.2836055969485145,0.0091251531482055,0.19179100211389333,0.0017379286774968153,0.1503991531244681,1.1247328759419637
val,CTM_oc_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.005570663891060935,0.001171464450517454,0.5535429322844914,0.01495363792489897,0.08251404635111739,0.007671603240986258,0.7358750716322575,0.0005396988021694281,0.6274266031086616,0.010101010101010102
iid_test,CTM_oc_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.005045322652758199,0.0008992097178932864,0.9363757952704939,0.019927713760255292,0.10751310658874265,0.009463012670481441,0.8735209008169463,0.0018453845630184496,0.8038926481235231,0.012259588347767405
ood_sncs_c100,CTM_oc_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.2966728916469092,0.15561770109176434,0.8431774072974697,0.3055803762325056,0.47474475550719325,0.009463012670481441,0.5688583241755014,0.0018453845630184496,0.42412950590662196,1.1247328759419637
ood_nsncs_svhn,CTM_oc_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.045224976203090635,0.01222860913231523,0.6558176795031824,0.050043327756694275,0.14035678568871188,0.009463012670481441,0.06390317645950305,0.0018453845630184496,0.02579812303546808,2.92790462265212
ood_nsncs_ti,CTM_oc_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.2423509767314863,0.10646797702637965,0.8115345935189326,0.2512584613170827,0.42383343263749734,0.009463012670481441,0.46623879470877594,0.0018453845630184496,0.337707328878488,1.1247328759419637
ood_nsncs_lsun_cropped,CTM_oc_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.11054093081052792,0.04182652804008352,0.7396902245901796,0.11944841539612427,0.25665641889447877,0.009463012670481441,0.21723643695949332,0.0018453845630184496,0.12279904112930166,1.1247328759419637
ood_nsncs_lsun_resize,CTM_oc_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.19778081104603878,0.08693186610141898,0.8073313278733423,0.20668829563163513,0.36788720421292587,0.009463012670481441,0.3820412947123969,0.0018453845630184496,0.25403194228410875,1.1247328759419637
ood_nsncs_isun,CTM_oc_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.1986122169067047,0.08967627927257131,0.8067308885822878,0.2080571703927004,0.3714151262440053,0.009463012670481441,0.40589477894264425,0.0018453845630184496,0.2735345167324354,1.0038240917782026
ood_nsncs_textures,CTM_oc_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.03412589940096789,0.006261337892376132,0.5106142472754914,0.03976700422058183,0.10393455936889474,0.009463012670481441,0.08753877529716739,0.0018453845630184496,0.024922385314585425,0.6343493420312676
ood_nsncs_places365,CTM_oc_mean,Sigmoid,modelvit,ViT,do0,rew0,0,0.13364566994327082,0.046352547035228044,0.7450029513846509,0.1425531545288672,0.2836060103518348,0.009463012670481441,0.26088359965515795,0.0018453845630184496,0.15030405706634814,1.1247328759419637
val,CTM_oc_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.0033788047304268696,0.00025728474736385953,0.2776692411496094,0.012003268666165117,0.0779203013876627,0.005994193420048366,0.6069017180317233,0.0003980901873012344,0.567746408291597,0.010101010101010102
iid_test,CTM_oc_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.008411710627217003,0.0026403959474037408,0.8695175621629906,0.01922197930795453,0.11514906377323832,0.008943090748491533,0.8576586598784638,0.0035213221753552827,0.8075751057761095,0.012259588347767405
ood_sncs_c100,CTM_oc_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.24046828081892477,0.1472353939934301,0.8461178965754106,0.2480884098762565,0.4640150820544123,0.008943090748491533,0.46071251311275235,0.0035213221753552827,0.403611306603945,1.1247328759419637
ood_nsncs_svhn,CTM_oc_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.015419903670456305,0.0071662695743448315,0.7142712253571077,0.018976236463348846,0.12226189169062371,0.008943090748491533,0.02240296889077649,0.0035213221753552827,0.0188506409967946,2.92790462265212
ood_nsncs_ti,CTM_oc_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.1816957186641194,0.09346900608635197,0.8159342878549848,0.18911327569238529,0.40706960645489226,0.008943090748491533,0.3493025871260012,0.0035213221753552827,0.3099037632595964,1.1247328759419637
ood_nsncs_lsun_cropped,CTM_oc_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.05977183981198612,0.030376003108649522,0.7460192799721245,0.06666287250750609,0.23410642886375568,0.008943090748491533,0.11798153046944594,0.0035213221753552827,0.10040286708265374,1.1247328759419637
ood_nsncs_lsun_resize,CTM_oc_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.13402487480605138,0.07371681376843435,0.804829836248563,0.14135704007063865,0.3482679392989579,0.008943090748491533,0.25908628241295967,0.0035213221753552827,0.225999184709398,1.1247328759419637
ood_nsncs_isun,CTM_oc_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.13654540300215204,0.07515682562614918,0.8014802200628771,0.14422758968892574,0.35086109087515993,0.008943090748491533,0.27899671910958684,0.0035213221753552827,0.2422301368318506,1.0038240917782026
ood_nsncs_textures,CTM_oc_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.007184565051263885,0.0011183583072009228,0.5808057056278063,0.011026662754069983,0.07895832993028469,0.008943090748491533,0.014311244084140544,0.0035213221753552827,0.010511391939849016,0.6343493420312676
ood_nsncs_places365,CTM_oc_mean,Isotonic,modelvit,ViT,do0,rew0,0,0.07137384127466558,0.03216919215480086,0.7499098955053796,0.07833138898761911,0.2578035315288325,0.008943090748491533,0.14002452495202744,0.0035213221753552827,0.12242380510102407,1.1247328759419637
val,CTM_oc_mean,Beta,modelvit,ViT,do0,rew0,0,0.0028810840085069156,0.0008902291876282504,0.6791963582870832,0.014377730822359417,0.08209832053114914,0.007184849829399376,0.7264729491254035,0.0002591437989092959,0.6483581873115102,0.010101010101010102
iid_test,CTM_oc_mean,Beta,modelvit,ViT,do0,rew0,0,0.005260429133286436,0.001159247277949034,0.9366199285457194,0.019758440616952283,0.10891316842690558,0.009070838452154839,0.8915334025179988,0.0017277998892375893,0.8385030779438175,0.012259588347767405
ood_sncs_c100,CTM_oc_mean,Beta,modelvit,ViT,do0,rew0,0,0.2915935487084999,0.17027593853499332,0.8775652104951808,0.300131881743078,0.498234086038996,0.009070838452154839,0.5589142553330378,0.0017277998892375893,0.4674087161226416,1.1247328759419637
ood_nsncs_svhn,CTM_oc_mean,Beta,modelvit,ViT,do0,rew0,0,0.023138823516844587,0.011587895125348878,0.7302601094284156,0.027729353093422584,0.13875350202046674,0.009070838452154839,0.034102004202653975,0.0017277998892375893,0.025237952802126245,2.92790462265212
ood_nsncs_ti,CTM_oc_mean,Beta,modelvit,ViT,do0,rew0,0,0.2254093999017746,0.11335081884213541,0.8417059120222353,0.23394773293635276,0.438300951870172,0.009070838452154839,0.4338857798222531,0.0017277998892375893,0.36137451530197434,1.1247328759419637
ood_nsncs_lsun_cropped,CTM_oc_mean,Beta,modelvit,ViT,do0,rew0,0,0.08424731804023967,0.0429756324995553,0.7741765137621299,0.09277577260881774,0.2623629745696685,0.009070838452154839,0.16719782956750673,0.0017277998892375893,0.12849874672443046,1.1247328759419637
ood_nsncs_lsun_resize,CTM_oc_mean,Beta,modelvit,ViT,do0,rew0,0,0.17424871092549354,0.09188535831794951,0.8270113850657322,0.18278704396007167,0.3802194753812568,0.009070838452154839,0.33723812227716055,0.0017277998892375893,0.27156504843185003,1.1247328759419637
ood_nsncs_isun,CTM_oc_mean,Beta,modelvit,ViT,do0,rew0,0,0.17772862343223905,0.09373418924055034,0.8289602147930427,0.1867821511239889,0.38456801309460575,0.009070838452154839,0.3638164683189779,0.0017277998892375893,0.29350049538066125,1.0038240917782026
ood_nsncs_textures,CTM_oc_mean,Beta,modelvit,ViT,do0,rew0,0,0.01526358685664119,0.004695535524453147,0.599995287799454,0.01936097915301498,0.0958557937128689,0.009070838452154839,0.03558254670112624,0.0017277998892375893,0.020949255451121588,0.6343493420312676
ood_nsncs_places365,CTM_oc_mean,Beta,modelvit,ViT,do0,rew0,0,0.09880942527571897,0.04547601091418447,0.7771674192531439,0.10734775831029715,0.2853588874269529,0.009070838452154839,0.19472576775617148,0.0017277998892375893,0.15229264925071515,1.1247328759419637
val,GEN,Sigmoid,modelvit,ViT,do0,rew0,0,0.0073615114113448656,0.003591923794262949,0.8880389010815857,0.009963293451538503,0.07136788376298803,0.005153121743322608,0.48617029256491195,0.0015043385753379219,0.3604079643222827,0.010101010101010102
iid_test,GEN,Sigmoid,modelvit,ViT,do0,rew0,0,0.007869060975967243,0.0019531050255738036,0.9281518356315991,0.016302231939937732,0.10423581248992596,0.0077426572584958775,0.7144965300380987,0.0033602520956210924,0.6230269730894302,0.012259588347767405
ood_sncs_c100,GEN,Sigmoid,modelvit,ViT,do0,rew0,0,0.16852768187509087,0.057681026511758486,0.879279524323535,0.17581580486331658,0.3824605745425604,0.0077426572584958775,0.3252496403987627,0.0033602520956210924,0.2733425635199258,1.1247328759419637
ood_nsncs_svhn,GEN,Sigmoid,modelvit,ViT,do0,rew0,0,0.16323671564880513,0.07099644115856851,0.9051303804579632,0.16717910122193955,0.3522860896394244,0.0077426572584958775,0.22163321244193715,0.0033602520956210924,0.16534495963962426,2.92790462265212
ood_nsncs_ti,GEN,Sigmoid,modelvit,ViT,do0,rew0,0,0.18107527131544232,0.060945751615164724,0.8768626587392564,0.18836339430366814,0.4014265851851885,0.0077426572584958775,0.34895329161053085,0.0033602520956210924,0.3014282141134234,1.1247328759419637
ood_nsncs_lsun_cropped,GEN,Sigmoid,modelvit,ViT,do0,rew0,0,0.10027298789639692,0.03537336255293193,0.8652679537019954,0.10756111088462275,0.2841130366247512,0.0077426572584958775,0.19630969800361214,0.0033602520956210924,0.14950096289242046,1.1247328759419637
ood_nsncs_lsun_resize,GEN,Sigmoid,modelvit,ViT,do0,rew0,0,0.18373640830684476,0.06889582724305604,0.887158708549465,0.19102453129507055,0.3949340093405933,0.0077426572584958775,0.3539804455009891,0.0033602520956210924,0.29166075185417256,1.1247328759419637
ood_nsncs_isun,GEN,Sigmoid,modelvit,ViT,do0,rew0,0,0.18091419970951547,0.06559645857180033,0.8837622859325306,0.18864208090454088,0.3949205574234216,0.0077426572584958775,0.3688523638890771,0.0033602520956210924,0.3079829003238976,1.0038240917782026
ood_nsncs_textures,GEN,Sigmoid,modelvit,ViT,do0,rew0,0,0.013630100970723598,0.004687214668551389,0.6673902460474537,0.02310501194523138,0.11059941579123977,0.0077426572584958775,0.047322511150863535,0.0033602520956210924,0.02621818155772667,0.6343493420312676
ood_nsncs_places365,GEN,Sigmoid,modelvit,ViT,do0,rew0,0,0.09053004103729653,0.02468768059422297,0.8255098021998993,0.09781816402552232,0.2807312552033938,0.0077426572584958775,0.17790429709208552,0.0033602520956210924,0.14589244198275805,1.1247328759419637
val,GEN,Isotonic,modelvit,ViT,do0,rew0,0,0.0070708183237264185,0.0026862225031710333,0.7927424463235317,0.007086970822647977,0.06673741685551918,0.0034564515347087488,0.3665083803286316,0.001956367814383261,0.2517078672307905,0.010101010101010102
iid_test,GEN,Isotonic,modelvit,ViT,do0,rew0,0,0.009508388009048576,0.002020868553660801,0.831213346289174,0.014749432031602821,0.10621654946281457,0.0069759322373152965,0.6488245391050924,0.004647547396660341,0.5524427019667132,0.012259588347767405
ood_sncs_c100,GEN,Isotonic,modelvit,ViT,do0,rew0,0,0.14611547769164152,0.04033874027560794,0.9006529755128438,0.1501699596390538,0.3580507603617633,0.0069759322373152965,0.27748376940193953,0.004647547396660341,0.23805114111908687,1.1247328759419637
ood_nsncs_svhn,GEN,Isotonic,modelvit,ViT,do0,rew0,0,0.12682221469573413,0.04496418673777551,0.9127177630856171,0.12916304155073557,0.31341619370985774,0.0069759322373152965,0.17089497105694407,0.004647547396660341,0.13019187289391873,2.92790462265212
ood_nsncs_ti,GEN,Isotonic,modelvit,ViT,do0,rew0,0,0.16041556993593253,0.044542763879857075,0.8993616344387154,0.1644731641199698,0.37996870181928066,0.0069759322373152965,0.3045039529868379,0.004647547396660341,0.2686089721613169,1.1247328759419637
